#OTUID,Treatment,Week,Habitat,Content,Group,Batch3,Batch2
2171,Post_flowering drought,15,Soil,0.589707517,Pathogen,Y17-P2,Y2017
2174,Post_flowering drought,15,Soil,0.146598871,Pathogen,Y17-P2,Y2017
2177,Post_flowering drought,15,Soil,0.195487136,Pathogen,Y17-P2,Y2017
2179,Post_flowering drought,15,Rhizosphere,0.194703549,Pathogen,Y17-P2,Y2017
2182,Post_flowering drought,15,Rhizosphere,0.205104241,Pathogen,Y17-P2,Y2017
2185,Post_flowering drought,15,Rhizosphere,0.230731576,Pathogen,Y17-P2,Y2017
2187,Post_flowering drought,17,Root,0.494940992,Pathogen,Y17-P2,Y2017
2191,Post_flowering drought,17,Root,0.330141129,Pathogen,Y17-P2,Y2017
2194,Post_flowering drought,17,Root,0.479214388,Pathogen,Y17-P2,Y2017
2196,Post_flowering drought,17,Soil,0.090282604,Pathogen,Y17-P2,Y2017
2200,Post_flowering drought,17,Soil,0.126591231,Pathogen,Y17-P2,Y2017
2203,Post_flowering drought,17,Soil,0.290032035,Pathogen,Y17-P2,Y2017
2205,Post_flowering drought,17,Rhizosphere,0.240657518,Pathogen,Y17-P2,Y2017
2209,Post_flowering drought,17,Rhizosphere,0.231404209,Pathogen,Y17-P2,Y2017
2212,Post_flowering drought,17,Rhizosphere,0.218904514,Pathogen,Y17-P2,Y2017
2401,Post_flowering drought,9,Root,0.369814683,Pathogen,Y17-P2,Y2017
2405,Post_flowering drought,9,Root,0.469733093,Pathogen,Y17-P2,Y2017
2408,Post_flowering drought,9,Root,0.367475662,Pathogen,Y17-P2,Y2017
2410,Post_flowering drought,9,Soil,0.187418429,Pathogen,Y17-P2,Y2017
2414,Post_flowering drought,9,Soil,0.187917136,Pathogen,Y17-P2,Y2017
2417,Post_flowering drought,9,Soil,0.290671613,Pathogen,Y17-P2,Y2017
2419,Post_flowering drought,9,Rhizosphere,0.23684828,Pathogen,Y17-P2,Y2017
2423,Post_flowering drought,9,Rhizosphere,0.172434767,Pathogen,Y17-P2,Y2017
2426,Post_flowering drought,9,Rhizosphere,0.230605091,Pathogen,Y17-P2,Y2017
2428,Post_flowering drought,9,Root,0.443213717,Pathogen,Y17-P2,Y2017
2430,Post_flowering drought,9,Root,0.425736265,Pathogen,Y17-P2,Y2017
2432,Post_flowering drought,9,Root,0.335558722,Pathogen,Y17-P2,Y2017
2434,Post_flowering drought,9,Soil,0.194944428,Pathogen,Y17-P2,Y2017
2436,Post_flowering drought,9,Soil,0.195453391,Pathogen,Y17-P2,Y2017
2438,Post_flowering drought,9,Soil,0.298888889,Pathogen,Y17-P2,Y2017
2440,Post_flowering drought,9,Rhizosphere,0.286511213,Pathogen,Y17-P2,Y2017
2442,Post_flowering drought,9,Rhizosphere,0.281123437,Pathogen,Y17-P2,Y2017
2444,Post_flowering drought,9,Rhizosphere,0.220607375,Pathogen,Y17-P2,Y2017
2446,Post_flowering drought,9,Root,0.360854196,Pathogen,Y17-P2,Y2017
2448,Post_flowering drought,9,Root,0.342218958,Pathogen,Y17-P2,Y2017
2450,Post_flowering drought,9,Root,0.307434025,Pathogen,Y17-P2,Y2017
2452,Post_flowering drought,9,Soil,0.242889298,Pathogen,Y17-P2,Y2017
2454,Post_flowering drought,9,Soil,0.141991925,Pathogen,Y17-P2,Y2017
2456,Post_flowering drought,9,Soil,0.256663449,Pathogen,Y17-P2,Y2017
2458,Post_flowering drought,9,Rhizosphere,0.167196036,Pathogen,Y17-P2,Y2017
2460,Post_flowering drought,9,Rhizosphere,0.240339087,Pathogen,Y17-P2,Y2017
2462,Post_flowering drought,9,Rhizosphere,0.169608794,Pathogen,Y17-P2,Y2017
103,Post_flowering drought,8,Rhizosphere,0.044108521,OTU5,Y16-P1,Y2016
104,Post_flowering drought,8,Rhizosphere,0.049762949,OTU5,Y16-P1,Y2016
105,Post_flowering drought,8,Rhizosphere,0.133404572,OTU5,Y16-P1,Y2016
106,Post_flowering drought,8,Rhizosphere,0.0713246,OTU5,Y16-P1,Y2016
107,Post_flowering drought,8,Rhizosphere,0.035727612,OTU5,Y16-P1,Y2016
108,Post_flowering drought,8,Rhizosphere,0.190272237,OTU5,Y16-P1,Y2016
109,Post_flowering drought,9,Rhizosphere,0.048720291,OTU5,Y16-P1,Y2016
110,Post_flowering drought,9,Rhizosphere,0.083694583,OTU5,Y16-P1,Y2016
111,Post_flowering drought,9,Rhizosphere,0.039804005,OTU5,Y16-P1,Y2016
112,Post_flowering drought,9,Rhizosphere,0.157160904,OTU5,Y16-P1,Y2016
113,Post_flowering drought,9,Rhizosphere,0.058910763,OTU5,Y16-P1,Y2016
114,Post_flowering drought,9,Rhizosphere,0.107940145,OTU5,Y16-P1,Y2016
115,Post_flowering drought,10,Rhizosphere,0.139222636,OTU5,Y16-P1,Y2016
116,Post_flowering drought,10,Rhizosphere,0.163957448,OTU5,Y16-P1,Y2016
117,Post_flowering drought,10,Rhizosphere,0.28151047,OTU5,Y16-P1,Y2016
118,Post_flowering drought,10,Rhizosphere,0.284309275,OTU5,Y16-P1,Y2016
119,Post_flowering drought,10,Rhizosphere,0.078382582,OTU5,Y16-P1,Y2016
120,Post_flowering drought,10,Rhizosphere,0.24197135,OTU5,Y16-P1,Y2016
121,Post_flowering drought,11,Rhizosphere,0.088962109,OTU5,Y16-P1,Y2016
122,Post_flowering drought,11,Rhizosphere,0.182235781,OTU5,Y16-P1,Y2016
123,Post_flowering drought,11,Rhizosphere,0.140921245,OTU5,Y16-P1,Y2016
124,Post_flowering drought,11,Rhizosphere,0.153631415,OTU5,Y16-P1,Y2016
125,Post_flowering drought,11,Rhizosphere,0.126504149,OTU5,Y16-P1,Y2016
126,Post_flowering drought,11,Rhizosphere,0.248648259,OTU5,Y16-P1,Y2016
127,Post_flowering drought,12,Rhizosphere,0.156298079,OTU5,Y16-P1,Y2016
128,Post_flowering drought,12,Rhizosphere,0.114340703,OTU5,Y16-P1,Y2016
129,Post_flowering drought,12,Rhizosphere,0.076274536,OTU5,Y16-P1,Y2016
130,Post_flowering drought,12,Rhizosphere,0.162524012,OTU5,Y16-P1,Y2016
131,Post_flowering drought,12,Rhizosphere,0.153212089,OTU5,Y16-P1,Y2016
132,Post_flowering drought,12,Rhizosphere,0.131678765,OTU5,Y16-P1,Y2016
133,Post_flowering drought,13,Rhizosphere,0.084444647,OTU5,Y16-P1,Y2016
134,Post_flowering drought,13,Rhizosphere,0.071264503,OTU5,Y16-P1,Y2016
135,Post_flowering drought,13,Rhizosphere,0.064500246,OTU5,Y16-P1,Y2016
136,Post_flowering drought,13,Rhizosphere,0.05625367,OTU5,Y16-P1,Y2016
137,Post_flowering drought,13,Rhizosphere,0.052831511,OTU5,Y16-P1,Y2016
138,Post_flowering drought,13,Rhizosphere,0.073876107,OTU5,Y16-P1,Y2016
139,Post_flowering drought,14,Rhizosphere,0.076836292,OTU5,Y16-P1,Y2016
140,Post_flowering drought,14,Rhizosphere,0.180652189,OTU5,Y16-P1,Y2016
141,Post_flowering drought,14,Rhizosphere,0.084472627,OTU5,Y16-P1,Y2016
142,Post_flowering drought,14,Rhizosphere,0.040313691,OTU5,Y16-P1,Y2016
143,Post_flowering drought,14,Rhizosphere,0.153981223,OTU5,Y16-P1,Y2016
144,Post_flowering drought,14,Rhizosphere,0.088555543,OTU5,Y16-P1,Y2016
145,Post_flowering drought,15,Rhizosphere,0.040348783,OTU5,Y16-P1,Y2016
146,Post_flowering drought,15,Rhizosphere,0.048882625,OTU5,Y16-P1,Y2016
147,Post_flowering drought,15,Rhizosphere,0.041489863,OTU5,Y16-P1,Y2016
148,Post_flowering drought,15,Rhizosphere,0.055096856,OTU5,Y16-P1,Y2016
149,Post_flowering drought,15,Rhizosphere,0.0974021,OTU5,Y16-P1,Y2016
150,Post_flowering drought,15,Rhizosphere,0.048319328,OTU5,Y16-P1,Y2016
151,Post_flowering drought,16,Rhizosphere,0.070578617,OTU5,Y16-P1,Y2016
152,Post_flowering drought,16,Rhizosphere,0.084869267,OTU5,Y16-P1,Y2016
153,Post_flowering drought,16,Rhizosphere,0.047654763,OTU5,Y16-P1,Y2016
154,Post_flowering drought,16,Rhizosphere,0.202536143,OTU5,Y16-P1,Y2016
155,Post_flowering drought,16,Rhizosphere,0.078079348,OTU5,Y16-P1,Y2016
156,Post_flowering drought,16,Rhizosphere,0.138202324,OTU5,Y16-P1,Y2016
157,Post_flowering drought,17,Rhizosphere,0.125226066,OTU5,Y16-P1,Y2016
158,Post_flowering drought,17,Rhizosphere,0.072736474,OTU5,Y16-P1,Y2016
159,Post_flowering drought,17,Rhizosphere,0.155355179,OTU5,Y16-P1,Y2016
160,Post_flowering drought,17,Rhizosphere,0.034767817,OTU5,Y16-P1,Y2016
161,Post_flowering drought,17,Rhizosphere,0.101331626,OTU5,Y16-P1,Y2016
162,Post_flowering drought,17,Rhizosphere,0.081849452,OTU5,Y16-P1,Y2016
450,Post_flowering drought,8,Root,0.006620293,OTU5,Y16-P1,Y2016
451,Post_flowering drought,8,Root,0.008880344,OTU5,Y16-P1,Y2016
452,Post_flowering drought,8,Root,0.009262956,OTU5,Y16-P1,Y2016
453,Post_flowering drought,8,Root,0.007197982,OTU5,Y16-P1,Y2016
454,Post_flowering drought,8,Root,0.005623781,OTU5,Y16-P1,Y2016
455,Post_flowering drought,8,Root,0.016544308,OTU5,Y16-P1,Y2016
456,Post_flowering drought,9,Root,0.007801114,OTU5,Y16-P1,Y2016
457,Post_flowering drought,9,Root,0.020603486,OTU5,Y16-P1,Y2016
458,Post_flowering drought,9,Root,0.006311341,OTU5,Y16-P1,Y2016
459,Post_flowering drought,9,Root,0.032763784,OTU5,Y16-P1,Y2016
460,Post_flowering drought,9,Root,0.013559576,OTU5,Y16-P1,Y2016
461,Post_flowering drought,9,Root,0.011812442,OTU5,Y16-P1,Y2016
462,Post_flowering drought,10,Root,0.041410663,OTU5,Y16-P1,Y2016
463,Post_flowering drought,10,Root,0.072590402,OTU5,Y16-P1,Y2016
464,Post_flowering drought,10,Root,0.016725537,OTU5,Y16-P1,Y2016
465,Post_flowering drought,10,Root,0.040573242,OTU5,Y16-P1,Y2016
466,Post_flowering drought,10,Root,0.056693347,OTU5,Y16-P1,Y2016
467,Post_flowering drought,11,Root,0.056116357,OTU5,Y16-P1,Y2016
468,Post_flowering drought,11,Root,0.050878206,OTU5,Y16-P1,Y2016
469,Post_flowering drought,11,Root,0.031147393,OTU5,Y16-P1,Y2016
470,Post_flowering drought,11,Root,0.052707448,OTU5,Y16-P1,Y2016
471,Post_flowering drought,11,Root,0.049175941,OTU5,Y16-P1,Y2016
472,Post_flowering drought,11,Root,0.031340743,OTU5,Y16-P1,Y2016
473,Post_flowering drought,11,Root,0.053300786,OTU5,Y16-P1,Y2016
474,Post_flowering drought,11,Root,0.073804249,OTU5,Y16-P1,Y2016
475,Post_flowering drought,11,Root,0.074978299,OTU5,Y16-P1,Y2016
476,Post_flowering drought,12,Root,0.035105428,OTU5,Y16-P1,Y2016
477,Post_flowering drought,12,Root,0.01838069,OTU5,Y16-P1,Y2016
478,Post_flowering drought,12,Root,0.014781691,OTU5,Y16-P1,Y2016
479,Post_flowering drought,12,Root,0.035160711,OTU5,Y16-P1,Y2016
480,Post_flowering drought,12,Root,0.01849239,OTU5,Y16-P1,Y2016
481,Post_flowering drought,12,Root,0.029720763,OTU5,Y16-P1,Y2016
482,Post_flowering drought,13,Root,0.011430798,OTU5,Y16-P1,Y2016
483,Post_flowering drought,13,Root,0.010040161,OTU5,Y16-P1,Y2016
484,Post_flowering drought,13,Root,0.01128649,OTU5,Y16-P1,Y2016
485,Post_flowering drought,13,Root,0.013515688,OTU5,Y16-P1,Y2016
486,Post_flowering drought,13,Root,0.013648227,OTU5,Y16-P1,Y2016
487,Post_flowering drought,13,Root,0.015261179,OTU5,Y16-P1,Y2016
488,Post_flowering drought,14,Root,0.017887205,OTU5,Y16-P1,Y2016
489,Post_flowering drought,14,Root,0.029045964,OTU5,Y16-P1,Y2016
490,Post_flowering drought,14,Root,0.013888889,OTU5,Y16-P1,Y2016
491,Post_flowering drought,14,Root,0.008326,OTU5,Y16-P1,Y2016
492,Post_flowering drought,14,Root,0.029300616,OTU5,Y16-P1,Y2016
493,Post_flowering drought,14,Root,0.026317538,OTU5,Y16-P1,Y2016
494,Post_flowering drought,15,Root,0.017265366,OTU5,Y16-P1,Y2016
495,Post_flowering drought,15,Root,0.017189786,OTU5,Y16-P1,Y2016
496,Post_flowering drought,15,Root,0.009900345,OTU5,Y16-P1,Y2016
497,Post_flowering drought,15,Root,0.02905569,OTU5,Y16-P1,Y2016
498,Post_flowering drought,15,Root,0.016402016,OTU5,Y16-P1,Y2016
499,Post_flowering drought,16,Root,0.035136528,OTU5,Y16-P1,Y2016
500,Post_flowering drought,16,Root,0.023954166,OTU5,Y16-P1,Y2016
501,Post_flowering drought,16,Root,0.013618145,OTU5,Y16-P1,Y2016
502,Post_flowering drought,16,Root,0.025259162,OTU5,Y16-P1,Y2016
503,Post_flowering drought,16,Root,0.044160265,OTU5,Y16-P1,Y2016
504,Post_flowering drought,16,Root,0.051177431,OTU5,Y16-P1,Y2016
505,Post_flowering drought,17,Root,0.064931755,OTU5,Y16-P1,Y2016
506,Post_flowering drought,17,Root,0.056403664,OTU5,Y16-P1,Y2016
507,Post_flowering drought,17,Root,0.024392962,OTU5,Y16-P1,Y2016
508,Post_flowering drought,17,Root,0.021377672,OTU5,Y16-P1,Y2016
509,Post_flowering drought,17,Root,0.02512921,OTU5,Y16-P1,Y2016
510,Post_flowering drought,17,Root,0.035550459,OTU5,Y16-P1,Y2016
619,Post_flowering drought,0,Soil,0.010111772,OTU5,Y16-P1,Y2016
620,Post_flowering drought,0,Soil,0.012407178,OTU5,Y16-P1,Y2016
621,Post_flowering drought,0,Soil,0.00917658,OTU5,Y16-P1,Y2016
622,Post_flowering drought,0,Soil,0.00966654,OTU5,Y16-P1,Y2016
623,Post_flowering drought,0,Soil,0.013758538,OTU5,Y16-P1,Y2016
624,Post_flowering drought,0,Soil,0.00948986,OTU5,Y16-P1,Y2016
625,Post_flowering drought,8,Soil,0.014211112,OTU5,Y16-P1,Y2016
626,Post_flowering drought,8,Soil,0.011056043,OTU5,Y16-P1,Y2016
627,Post_flowering drought,8,Soil,0.414887276,OTU5,Y16-P1,Y2016
628,Post_flowering drought,8,Soil,0.009416535,OTU5,Y16-P1,Y2016
629,Post_flowering drought,8,Soil,0.008890469,OTU5,Y16-P1,Y2016
630,Post_flowering drought,8,Soil,0.021829777,OTU5,Y16-P1,Y2016
631,Post_flowering drought,9,Soil,0.013503483,OTU5,Y16-P1,Y2016
632,Post_flowering drought,9,Soil,0.003088911,OTU5,Y16-P1,Y2016
633,Post_flowering drought,9,Soil,0.0090329,OTU5,Y16-P1,Y2016
634,Post_flowering drought,9,Soil,0.006904906,OTU5,Y16-P1,Y2016
635,Post_flowering drought,9,Soil,0.00798626,OTU5,Y16-P1,Y2016
636,Post_flowering drought,9,Soil,0.00356597,OTU5,Y16-P1,Y2016
637,Post_flowering drought,10,Soil,0.014054814,OTU5,Y16-P1,Y2016
638,Post_flowering drought,10,Soil,0.00685654,OTU5,Y16-P1,Y2016
639,Post_flowering drought,10,Soil,0.012256267,OTU5,Y16-P1,Y2016
640,Post_flowering drought,10,Soil,0.002801834,OTU5,Y16-P1,Y2016
641,Post_flowering drought,10,Soil,0.010193444,OTU5,Y16-P1,Y2016
642,Post_flowering drought,10,Soil,0.00812627,OTU5,Y16-P1,Y2016
643,Post_flowering drought,11,Soil,0.007534706,OTU5,Y16-P1,Y2016
644,Post_flowering drought,11,Soil,0.012144054,OTU5,Y16-P1,Y2016
645,Post_flowering drought,11,Soil,0.009799633,OTU5,Y16-P1,Y2016
646,Post_flowering drought,11,Soil,0.015636169,OTU5,Y16-P1,Y2016
647,Post_flowering drought,11,Soil,0.015637257,OTU5,Y16-P1,Y2016
648,Post_flowering drought,11,Soil,0.011358073,OTU5,Y16-P1,Y2016
649,Post_flowering drought,12,Soil,0.008017208,OTU5,Y16-P1,Y2016
650,Post_flowering drought,12,Soil,0.010042327,OTU5,Y16-P1,Y2016
651,Post_flowering drought,12,Soil,0.006545147,OTU5,Y16-P1,Y2016
652,Post_flowering drought,12,Soil,0.008064516,OTU5,Y16-P1,Y2016
653,Post_flowering drought,12,Soil,0.011987944,OTU5,Y16-P1,Y2016
654,Post_flowering drought,12,Soil,0.024744937,OTU5,Y16-P1,Y2016
655,Post_flowering drought,13,Soil,0.010598806,OTU5,Y16-P1,Y2016
656,Post_flowering drought,13,Soil,0.006948266,OTU5,Y16-P1,Y2016
657,Post_flowering drought,13,Soil,0.011673295,OTU5,Y16-P1,Y2016
658,Post_flowering drought,13,Soil,0.008471786,OTU5,Y16-P1,Y2016
659,Post_flowering drought,13,Soil,0.008603959,OTU5,Y16-P1,Y2016
660,Post_flowering drought,14,Soil,0.008600436,OTU5,Y16-P1,Y2016
661,Post_flowering drought,14,Soil,0.008236929,OTU5,Y16-P1,Y2016
662,Post_flowering drought,14,Soil,0.007177293,OTU5,Y16-P1,Y2016
663,Post_flowering drought,14,Soil,0.003641386,OTU5,Y16-P1,Y2016
664,Post_flowering drought,14,Soil,0.008117009,OTU5,Y16-P1,Y2016
665,Post_flowering drought,14,Soil,0.007397818,OTU5,Y16-P1,Y2016
666,Post_flowering drought,15,Soil,0.011155264,OTU5,Y16-P1,Y2016
667,Post_flowering drought,15,Soil,0.006975562,OTU5,Y16-P1,Y2016
668,Post_flowering drought,15,Soil,0.005072709,OTU5,Y16-P1,Y2016
669,Post_flowering drought,15,Soil,0.022214854,OTU5,Y16-P1,Y2016
670,Post_flowering drought,15,Soil,0.014052121,OTU5,Y16-P1,Y2016
671,Post_flowering drought,15,Soil,0.014678899,OTU5,Y16-P1,Y2016
672,Post_flowering drought,16,Soil,0.050863391,OTU5,Y16-P1,Y2016
673,Post_flowering drought,16,Soil,0.042279644,OTU5,Y16-P1,Y2016
674,Post_flowering drought,16,Soil,0.007704635,OTU5,Y16-P1,Y2016
675,Post_flowering drought,16,Soil,0.010015898,OTU5,Y16-P1,Y2016
676,Post_flowering drought,16,Soil,0.007435497,OTU5,Y16-P1,Y2016
677,Post_flowering drought,16,Soil,0.008974097,OTU5,Y16-P1,Y2016
678,Post_flowering drought,17,Soil,0.005025883,OTU5,Y16-P1,Y2016
679,Post_flowering drought,17,Soil,0.007237814,OTU5,Y16-P1,Y2016
680,Post_flowering drought,17,Soil,0.003577018,OTU5,Y16-P1,Y2016
681,Post_flowering drought,17,Soil,0.00123081,OTU5,Y16-P1,Y2016
682,Post_flowering drought,17,Soil,0.010007278,OTU5,Y16-P1,Y2016
683,Post_flowering drought,17,Soil,0.012660991,OTU5,Y16-P1,Y2016
1334,Post_flowering drought,8,Rhizosphere,0.300642887,Pathogen,Y16-P1,Y2016
1335,Post_flowering drought,8,Rhizosphere,0.500481232,Pathogen,Y16-P1,Y2016
1336,Post_flowering drought,8,Rhizosphere,0.546750654,Pathogen,Y16-P1,Y2016
1337,Post_flowering drought,8,Rhizosphere,0.330717795,Pathogen,Y16-P1,Y2016
1338,Post_flowering drought,8,Rhizosphere,0.578358209,Pathogen,Y16-P1,Y2016
1339,Post_flowering drought,8,Rhizosphere,0.478174138,Pathogen,Y16-P1,Y2016
1340,Post_flowering drought,9,Rhizosphere,0.54958509,Pathogen,Y16-P1,Y2016
1341,Post_flowering drought,9,Rhizosphere,0.423127044,Pathogen,Y16-P1,Y2016
1342,Post_flowering drought,9,Rhizosphere,0.52549755,Pathogen,Y16-P1,Y2016
1343,Post_flowering drought,9,Rhizosphere,0.380152529,Pathogen,Y16-P1,Y2016
1344,Post_flowering drought,9,Rhizosphere,0.529751974,Pathogen,Y16-P1,Y2016
1345,Post_flowering drought,9,Rhizosphere,0.332500087,Pathogen,Y16-P1,Y2016
1346,Post_flowering drought,10,Rhizosphere,0.415114742,Pathogen,Y16-P1,Y2016
1347,Post_flowering drought,10,Rhizosphere,0.49095952,Pathogen,Y16-P1,Y2016
1348,Post_flowering drought,10,Rhizosphere,0.347377516,Pathogen,Y16-P1,Y2016
1349,Post_flowering drought,10,Rhizosphere,0.382130428,Pathogen,Y16-P1,Y2016
1350,Post_flowering drought,10,Rhizosphere,0.530844997,Pathogen,Y16-P1,Y2016
1351,Post_flowering drought,10,Rhizosphere,0.417308786,Pathogen,Y16-P1,Y2016
1352,Post_flowering drought,11,Rhizosphere,0.527841845,Pathogen,Y16-P1,Y2016
1353,Post_flowering drought,11,Rhizosphere,0.427344134,Pathogen,Y16-P1,Y2016
1354,Post_flowering drought,11,Rhizosphere,0.338478367,Pathogen,Y16-P1,Y2016
1355,Post_flowering drought,11,Rhizosphere,0.519145768,Pathogen,Y16-P1,Y2016
1356,Post_flowering drought,11,Rhizosphere,0.364937759,Pathogen,Y16-P1,Y2016
1357,Post_flowering drought,11,Rhizosphere,0.348568957,Pathogen,Y16-P1,Y2016
1358,Post_flowering drought,12,Rhizosphere,0.356187621,Pathogen,Y16-P1,Y2016
1359,Post_flowering drought,12,Rhizosphere,0.475523095,Pathogen,Y16-P1,Y2016
1360,Post_flowering drought,12,Rhizosphere,0.515347122,Pathogen,Y16-P1,Y2016
1361,Post_flowering drought,12,Rhizosphere,0.457709995,Pathogen,Y16-P1,Y2016
1362,Post_flowering drought,12,Rhizosphere,0.460006978,Pathogen,Y16-P1,Y2016
1363,Post_flowering drought,12,Rhizosphere,0.419691322,Pathogen,Y16-P1,Y2016
1364,Post_flowering drought,13,Rhizosphere,0.435102302,Pathogen,Y16-P1,Y2016
1365,Post_flowering drought,13,Rhizosphere,0.56642447,Pathogen,Y16-P1,Y2016
1366,Post_flowering drought,13,Rhizosphere,0.601674052,Pathogen,Y16-P1,Y2016
1367,Post_flowering drought,13,Rhizosphere,0.516030534,Pathogen,Y16-P1,Y2016
1368,Post_flowering drought,13,Rhizosphere,0.709980376,Pathogen,Y16-P1,Y2016
1369,Post_flowering drought,13,Rhizosphere,0.528107005,Pathogen,Y16-P1,Y2016
1370,Post_flowering drought,14,Rhizosphere,0.362389407,Pathogen,Y16-P1,Y2016
1371,Post_flowering drought,14,Rhizosphere,0.336460749,Pathogen,Y16-P1,Y2016
1372,Post_flowering drought,14,Rhizosphere,0.488600335,Pathogen,Y16-P1,Y2016
1373,Post_flowering drought,14,Rhizosphere,0.333091871,Pathogen,Y16-P1,Y2016
1374,Post_flowering drought,14,Rhizosphere,0.405432523,Pathogen,Y16-P1,Y2016
1375,Post_flowering drought,14,Rhizosphere,0.521371482,Pathogen,Y16-P1,Y2016
1376,Post_flowering drought,15,Rhizosphere,0.371062927,Pathogen,Y16-P1,Y2016
1377,Post_flowering drought,15,Rhizosphere,0.365089591,Pathogen,Y16-P1,Y2016
1378,Post_flowering drought,15,Rhizosphere,0.501246043,Pathogen,Y16-P1,Y2016
1379,Post_flowering drought,15,Rhizosphere,0.509844395,Pathogen,Y16-P1,Y2016
1380,Post_flowering drought,15,Rhizosphere,0.504483102,Pathogen,Y16-P1,Y2016
1381,Post_flowering drought,15,Rhizosphere,0.659813926,Pathogen,Y16-P1,Y2016
1382,Post_flowering drought,16,Rhizosphere,0.420201653,Pathogen,Y16-P1,Y2016
1383,Post_flowering drought,16,Rhizosphere,0.42126018,Pathogen,Y16-P1,Y2016
1384,Post_flowering drought,16,Rhizosphere,0.47923037,Pathogen,Y16-P1,Y2016
1385,Post_flowering drought,16,Rhizosphere,0.387253696,Pathogen,Y16-P1,Y2016
1386,Post_flowering drought,16,Rhizosphere,0.482392742,Pathogen,Y16-P1,Y2016
1387,Post_flowering drought,16,Rhizosphere,0.475208032,Pathogen,Y16-P1,Y2016
1388,Post_flowering drought,17,Rhizosphere,0.435009626,Pathogen,Y16-P1,Y2016
1389,Post_flowering drought,17,Rhizosphere,0.250402558,Pathogen,Y16-P1,Y2016
1390,Post_flowering drought,17,Rhizosphere,0.306393546,Pathogen,Y16-P1,Y2016
1391,Post_flowering drought,17,Rhizosphere,0.380535991,Pathogen,Y16-P1,Y2016
1392,Post_flowering drought,17,Rhizosphere,0.378307875,Pathogen,Y16-P1,Y2016
1393,Post_flowering drought,17,Rhizosphere,0.407396151,Pathogen,Y16-P1,Y2016
1681,Post_flowering drought,8,Root,0.85401775,Pathogen,Y16-P1,Y2016
1682,Post_flowering drought,8,Root,0.809728707,Pathogen,Y16-P1,Y2016
1683,Post_flowering drought,8,Root,0.884492534,Pathogen,Y16-P1,Y2016
1684,Post_flowering drought,8,Root,0.870102404,Pathogen,Y16-P1,Y2016
1685,Post_flowering drought,8,Root,0.874363977,Pathogen,Y16-P1,Y2016
1686,Post_flowering drought,8,Root,0.877572123,Pathogen,Y16-P1,Y2016
1687,Post_flowering drought,9,Root,0.869609944,Pathogen,Y16-P1,Y2016
1688,Post_flowering drought,9,Root,0.832441527,Pathogen,Y16-P1,Y2016
1689,Post_flowering drought,9,Root,0.813559322,Pathogen,Y16-P1,Y2016
1690,Post_flowering drought,9,Root,0.835564559,Pathogen,Y16-P1,Y2016
1691,Post_flowering drought,9,Root,0.80219097,Pathogen,Y16-P1,Y2016
1692,Post_flowering drought,9,Root,0.816745985,Pathogen,Y16-P1,Y2016
1693,Post_flowering drought,10,Root,0.760110729,Pathogen,Y16-P1,Y2016
1694,Post_flowering drought,10,Root,0.724249537,Pathogen,Y16-P1,Y2016
1695,Post_flowering drought,10,Root,0.811364009,Pathogen,Y16-P1,Y2016
1696,Post_flowering drought,10,Root,0.756441535,Pathogen,Y16-P1,Y2016
1697,Post_flowering drought,10,Root,0.700410522,Pathogen,Y16-P1,Y2016
1698,Post_flowering drought,11,Root,0.604254857,Pathogen,Y16-P1,Y2016
1699,Post_flowering drought,11,Root,0.724828894,Pathogen,Y16-P1,Y2016
1700,Post_flowering drought,11,Root,0.758170919,Pathogen,Y16-P1,Y2016
1701,Post_flowering drought,11,Root,0.739382739,Pathogen,Y16-P1,Y2016
1702,Post_flowering drought,11,Root,0.738733808,Pathogen,Y16-P1,Y2016
1703,Post_flowering drought,11,Root,0.80125413,Pathogen,Y16-P1,Y2016
1704,Post_flowering drought,11,Root,0.831470698,Pathogen,Y16-P1,Y2016
1705,Post_flowering drought,11,Root,0.822568734,Pathogen,Y16-P1,Y2016
1706,Post_flowering drought,11,Root,0.769878472,Pathogen,Y16-P1,Y2016
1707,Post_flowering drought,12,Root,0.750981382,Pathogen,Y16-P1,Y2016
1708,Post_flowering drought,12,Root,0.824224052,Pathogen,Y16-P1,Y2016
1709,Post_flowering drought,12,Root,0.749146016,Pathogen,Y16-P1,Y2016
1710,Post_flowering drought,12,Root,0.643742862,Pathogen,Y16-P1,Y2016
1711,Post_flowering drought,12,Root,0.901233827,Pathogen,Y16-P1,Y2016
1712,Post_flowering drought,12,Root,0.770735416,Pathogen,Y16-P1,Y2016
1713,Post_flowering drought,13,Root,0.845034747,Pathogen,Y16-P1,Y2016
1714,Post_flowering drought,13,Root,0.80912539,Pathogen,Y16-P1,Y2016
1715,Post_flowering drought,13,Root,0.891463001,Pathogen,Y16-P1,Y2016
1716,Post_flowering drought,13,Root,0.884473049,Pathogen,Y16-P1,Y2016
1717,Post_flowering drought,13,Root,0.873529286,Pathogen,Y16-P1,Y2016
1718,Post_flowering drought,13,Root,0.892891208,Pathogen,Y16-P1,Y2016
1719,Post_flowering drought,14,Root,0.794444444,Pathogen,Y16-P1,Y2016
1720,Post_flowering drought,14,Root,0.749015064,Pathogen,Y16-P1,Y2016
1721,Post_flowering drought,14,Root,0.783260915,Pathogen,Y16-P1,Y2016
1722,Post_flowering drought,14,Root,0.876193055,Pathogen,Y16-P1,Y2016
1723,Post_flowering drought,14,Root,0.786871667,Pathogen,Y16-P1,Y2016
