,Week,Compartment,Treat,Treatment,Plottime,Sampletime,Compartmentyear,Group,Groupyear,Groupyear1
Y17TP07S19,7,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-7,Soil2017-Control-7,Soil_Y17P2-Control-7
Y17TP07Z02,7,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-7,Rhizosphere2017-Control-7,Rhizosphere_Y17P2-Control-7
Y17TP07Z06,7,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-7,Rhizosphere2017-Pre_flowering_drought-7,Rhizosphere_Y17P2-Pre_flowering_drought-7
Y17TP07Z11,7,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-7,Rhizosphere2017-Control-7,Rhizosphere_Y17P2-Control-7
Y17TP07Z13,7,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-7,Rhizosphere2017-Pre_flowering_drought-7,Rhizosphere_Y17P2-Pre_flowering_drought-7
Y17TP07Z18,7,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-7,Rhizosphere2017-Pre_flowering_drought-7,Rhizosphere_Y17P2-Pre_flowering_drought-7
Y17TP07Z19,7,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-7,Rhizosphere2017-Control-7,Rhizosphere_Y17P2-Control-7
Y17TP08R02,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP08R06,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP08R11,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP08R13,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP08R18,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP08R19,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP08S02,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP08S06,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP08S11,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP08S13,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP08S18,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP08S19,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP08Z02,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP08Z06,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP08Z11,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP08Z13,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP08Z18,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP08Z19,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP0808R02,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP0808R06,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP0808R11,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP0808R13,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP0808R18,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP0808R19,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP0808S02,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP0808S06,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP0808S11,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP0808S13,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP0808S18,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP0808S19,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP0808Z02,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP0808Z06,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP0808Z11,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP0808Z13,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP0808Z18,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP0808Z19,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP0824R02,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP0824R06,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP0824R11,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP0824R13,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP0824R18,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP0824R19,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP0824S02,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP0824S06,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP0824S11,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP0824S13,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP0824S18,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP0824S19,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP0824Z02,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP0824Z06,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP0824Z11,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP0824Z13,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP0824Z18,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP0824Z19,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP0848R02,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP0848R06,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP0848R11,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP0848R13,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP0848R18,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP0848R19,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP0848S02,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP0848S06,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP0848S11,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP0848S13,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP0848S18,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP0848S19,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP0848Z02,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP0848Z06,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP0848Z11,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP0848Z13,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP0848Z18,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP0848Z19,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP0896R02,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP0896R06,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP0896R11,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP0896R13,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP0896R18,8,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-8,Root2017-Pre_flowering_drought-8,Root_Y17P2-Pre_flowering_drought-8
Y17TP0896R19,8,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-8,Root2017-Control-8,Root_Y17P2-Control-8
Y17TP0896S02,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP0896S06,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP0896S11,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP0896S13,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP0896S18,8,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-8,Soil2017-Pre_flowering_drought-8,Soil_Y17P2-Pre_flowering_drought-8
Y17TP0896S19,8,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-8,Soil2017-Control-8,Soil_Y17P2-Control-8
Y17TP0896Z02,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP0896Z06,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP0896Z11,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP0896Z13,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP0896Z18,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017-Pre_flowering_drought-8,Rhizosphere_Y17P2-Pre_flowering_drought-8
Y17TP0896Z19,8,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-8,Rhizosphere2017-Control-8,Rhizosphere_Y17P2-Control-8
Y17TP09R02,9,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-9,Root2017-Control-9,Root_Y17P2-Control-9
Y17TP09R03,9,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-9,Root2017-Post_flowering_drought-9,Root_Y17P2-Post_flowering_drought-9
Y17TP09R06,9,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-9,Root2017-Pre_flowering_drought-9,Root_Y17P2-Pre_flowering_drought-9
Y17TP09R11,9,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-9,Root2017-Control-9,Root_Y17P2-Control-9
Y17TP09R13,9,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-9,Root2017-Pre_flowering_drought-9,Root_Y17P2-Pre_flowering_drought-9
Y17TP09R16,9,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-9,Root2017-Post_flowering_drought-9,Root_Y17P2-Post_flowering_drought-9
Y17TP09R18,9,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-9,Root2017-Pre_flowering_drought-9,Root_Y17P2-Pre_flowering_drought-9
Y17TP09R19,9,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-9,Root2017-Control-9,Root_Y17P2-Control-9
Y17TP09R22,9,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-9,Root2017-Post_flowering_drought-9,Root_Y17P2-Post_flowering_drought-9
Y17TP09S02,9,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-9,Soil2017-Control-9,Soil_Y17P2-Control-9
Y17TP09S03,9,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-9,Soil2017-Post_flowering_drought-9,Soil_Y17P2-Post_flowering_drought-9
Y17TP09S06,9,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-9,Soil2017-Pre_flowering_drought-9,Soil_Y17P2-Pre_flowering_drought-9
Y17TP09S11,9,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-9,Soil2017-Control-9,Soil_Y17P2-Control-9
Y17TP09S13,9,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-9,Soil2017-Pre_flowering_drought-9,Soil_Y17P2-Pre_flowering_drought-9
Y17TP09S16,9,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-9,Soil2017-Post_flowering_drought-9,Soil_Y17P2-Post_flowering_drought-9
Y17TP09S18,9,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-9,Soil2017-Pre_flowering_drought-9,Soil_Y17P2-Pre_flowering_drought-9
Y17TP09S19,9,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-9,Soil2017-Control-9,Soil_Y17P2-Control-9
Y17TP09S22,9,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-9,Soil2017-Post_flowering_drought-9,Soil_Y17P2-Post_flowering_drought-9
Y17TP09Z02,9,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-9,Rhizosphere2017-Control-9,Rhizosphere_Y17P2-Control-9
Y17TP09Z03,9,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-9,Rhizosphere2017-Post_flowering_drought-9,Rhizosphere_Y17P2-Post_flowering_drought-9
Y17TP09Z06,9,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-9,Rhizosphere2017-Pre_flowering_drought-9,Rhizosphere_Y17P2-Pre_flowering_drought-9
Y17TP09Z11,9,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-9,Rhizosphere2017-Control-9,Rhizosphere_Y17P2-Control-9
Y17TP09Z13,9,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-9,Rhizosphere2017-Pre_flowering_drought-9,Rhizosphere_Y17P2-Pre_flowering_drought-9
Y17TP09Z16,9,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-9,Rhizosphere2017-Post_flowering_drought-9,Rhizosphere_Y17P2-Post_flowering_drought-9
Y17TP09Z18,9,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-9,Rhizosphere2017-Pre_flowering_drought-9,Rhizosphere_Y17P2-Pre_flowering_drought-9
Y17TP09Z19,9,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-9,Rhizosphere2017-Control-9,Rhizosphere_Y17P2-Control-9
Y17TP09Z22,9,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-9,Rhizosphere2017-Post_flowering_drought-9,Rhizosphere_Y17P2-Post_flowering_drought-9
Y17TP0924R02,9,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-9,Root2017-Control-9,Root_Y17P2-Control-9
Y17TP0924R03,9,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-9,Root2017-Post_flowering_drought-9,Root_Y17P2-Post_flowering_drought-9
Y17TP0924R11,9,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-9,Root2017-Control-9,Root_Y17P2-Control-9
Y17TP0924R16,9,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-9,Root2017-Post_flowering_drought-9,Root_Y17P2-Post_flowering_drought-9
Y17TP0924R19,9,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-9,Root2017-Control-9,Root_Y17P2-Control-9
Y17TP0924R22,9,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-9,Root2017-Post_flowering_drought-9,Root_Y17P2-Post_flowering_drought-9
Y17TP0948S02,9,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-9,Soil2017-Control-9,Soil_Y17P2-Control-9
Y17TP0948S03,9,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-9,Soil2017-Post_flowering_drought-9,Soil_Y17P2-Post_flowering_drought-9
Y17TP0948S11,9,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-9,Soil2017-Control-9,Soil_Y17P2-Control-9
