,Week,Compartment,Treat,Treatment,Plottime,Sampletime,Compartmentyear,Group,Groupyear,Groupyear1
TP15S2,15,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-15,Soil2016-Control-15,Soil_Y16P1-Control-15
TP15S19,15,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-15,Soil2016-Control-15,Soil_Y16P1-Control-15
TP15S11,15,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-15,Soil2016-Control-15,Soil_Y16P1-Control-15
TP15S1,15,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-15,Soil2016-Control-15,Soil_Y16P1-Control-15
TP16S20,16,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-16,Soil2016-Control-16,Soil_Y16P1-Control-16
TP16S2,16,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-16,Soil2016-Control-16,Soil_Y16P1-Control-16
TP16S19,16,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-16,Soil2016-Control-16,Soil_Y16P1-Control-16
TP16S12,16,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-16,Soil2016-Control-16,Soil_Y16P1-Control-16
TP16S11,16,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-16,Soil2016-Control-16,Soil_Y16P1-Control-16
TP16S1,16,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-16,Soil2016-Control-16,Soil_Y16P1-Control-16
TP17S20,17,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-17,Soil2016-Control-17,Soil_Y16P1-Control-17
TP17S2,17,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-17,Soil2016-Control-17,Soil_Y16P1-Control-17
TP17S19,17,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-17,Soil2016-Control-17,Soil_Y16P1-Control-17
TP17S12,17,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-17,Soil2016-Control-17,Soil_Y16P1-Control-17
TP17S11,17,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-17,Soil2016-Control-17,Soil_Y16P1-Control-17
TP17S1,17,Soil,Control,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Control-17,Soil2016-Control-17,Soil_Y16P1-Control-17
TP0S4,0,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-0,Soil2016-Post_flowering_drought-0,Soil_Y16P1-Post_flowering_drought-0
TP0S3,0,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-0,Soil2016-Post_flowering_drought-0,Soil_Y16P1-Post_flowering_drought-0
TP0S22,0,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-0,Soil2016-Post_flowering_drought-0,Soil_Y16P1-Post_flowering_drought-0
TP0S21,0,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-0,Soil2016-Post_flowering_drought-0,Soil_Y16P1-Post_flowering_drought-0
TP0S16,0,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-0,Soil2016-Post_flowering_drought-0,Soil_Y16P1-Post_flowering_drought-0
TP0S15,0,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-0,Soil2016-Post_flowering_drought-0,Soil_Y16P1-Post_flowering_drought-0
TP8S4,8,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-8,Soil2016-Post_flowering_drought-8,Soil_Y16P1-Post_flowering_drought-8
TP8S3,8,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-8,Soil2016-Post_flowering_drought-8,Soil_Y16P1-Post_flowering_drought-8
TP8S22,8,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-8,Soil2016-Post_flowering_drought-8,Soil_Y16P1-Post_flowering_drought-8
TP8S21,8,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-8,Soil2016-Post_flowering_drought-8,Soil_Y16P1-Post_flowering_drought-8
TP8S16,8,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-8,Soil2016-Post_flowering_drought-8,Soil_Y16P1-Post_flowering_drought-8
TP8S15,8,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-8,Soil2016-Post_flowering_drought-8,Soil_Y16P1-Post_flowering_drought-8
TP9S4,9,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-9,Soil2016-Post_flowering_drought-9,Soil_Y16P1-Post_flowering_drought-9
TP9S3,9,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-9,Soil2016-Post_flowering_drought-9,Soil_Y16P1-Post_flowering_drought-9
TP9S22,9,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-9,Soil2016-Post_flowering_drought-9,Soil_Y16P1-Post_flowering_drought-9
TP9S21,9,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-9,Soil2016-Post_flowering_drought-9,Soil_Y16P1-Post_flowering_drought-9
TP9S16,9,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-9,Soil2016-Post_flowering_drought-9,Soil_Y16P1-Post_flowering_drought-9
TP9S15,9,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-9,Soil2016-Post_flowering_drought-9,Soil_Y16P1-Post_flowering_drought-9
TP10S4,10,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-10,Soil2016-Post_flowering_drought-10,Soil_Y16P1-Post_flowering_drought-10
TP10S3,10,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-10,Soil2016-Post_flowering_drought-10,Soil_Y16P1-Post_flowering_drought-10
TP10S22,10,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-10,Soil2016-Post_flowering_drought-10,Soil_Y16P1-Post_flowering_drought-10
TP10S21,10,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-10,Soil2016-Post_flowering_drought-10,Soil_Y16P1-Post_flowering_drought-10
TP10S16,10,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-10,Soil2016-Post_flowering_drought-10,Soil_Y16P1-Post_flowering_drought-10
TP10S15,10,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-10,Soil2016-Post_flowering_drought-10,Soil_Y16P1-Post_flowering_drought-10
TP11S4,11,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-11,Soil2016-Post_flowering_drought-11,Soil_Y16P1-Post_flowering_drought-11
TP11S3,11,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-11,Soil2016-Post_flowering_drought-11,Soil_Y16P1-Post_flowering_drought-11
TP11S22,11,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-11,Soil2016-Post_flowering_drought-11,Soil_Y16P1-Post_flowering_drought-11
TP11S21,11,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-11,Soil2016-Post_flowering_drought-11,Soil_Y16P1-Post_flowering_drought-11
TP11S16,11,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-11,Soil2016-Post_flowering_drought-11,Soil_Y16P1-Post_flowering_drought-11
TP11S15,11,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-11,Soil2016-Post_flowering_drought-11,Soil_Y16P1-Post_flowering_drought-11
TP12S4,12,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-12,Soil2016-Post_flowering_drought-12,Soil_Y16P1-Post_flowering_drought-12
TP12S3,12,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-12,Soil2016-Post_flowering_drought-12,Soil_Y16P1-Post_flowering_drought-12
TP12S22,12,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-12,Soil2016-Post_flowering_drought-12,Soil_Y16P1-Post_flowering_drought-12
TP12S21,12,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-12,Soil2016-Post_flowering_drought-12,Soil_Y16P1-Post_flowering_drought-12
TP12S16,12,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-12,Soil2016-Post_flowering_drought-12,Soil_Y16P1-Post_flowering_drought-12
TP12S15,12,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-12,Soil2016-Post_flowering_drought-12,Soil_Y16P1-Post_flowering_drought-12
TP13S4,13,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-13,Soil2016-Post_flowering_drought-13,Soil_Y16P1-Post_flowering_drought-13
TP13S22,13,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-13,Soil2016-Post_flowering_drought-13,Soil_Y16P1-Post_flowering_drought-13
TP13S21,13,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-13,Soil2016-Post_flowering_drought-13,Soil_Y16P1-Post_flowering_drought-13
TP13S16,13,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-13,Soil2016-Post_flowering_drought-13,Soil_Y16P1-Post_flowering_drought-13
TP13S15,13,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-13,Soil2016-Post_flowering_drought-13,Soil_Y16P1-Post_flowering_drought-13
TP14S16,14,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-14,Soil2016-Post_flowering_drought-14,Soil_Y16P1-Post_flowering_drought-14
TP14S4,14,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-14,Soil2016-Post_flowering_drought-14,Soil_Y16P1-Post_flowering_drought-14
TP14S3,14,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-14,Soil2016-Post_flowering_drought-14,Soil_Y16P1-Post_flowering_drought-14
TP14S22,14,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-14,Soil2016-Post_flowering_drought-14,Soil_Y16P1-Post_flowering_drought-14
TP14S21,14,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-14,Soil2016-Post_flowering_drought-14,Soil_Y16P1-Post_flowering_drought-14
TP14S15,14,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-14,Soil2016-Post_flowering_drought-14,Soil_Y16P1-Post_flowering_drought-14
TP15S4,15,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-15,Soil2016-Post_flowering_drought-15,Soil_Y16P1-Post_flowering_drought-15
TP15S3,15,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-15,Soil2016-Post_flowering_drought-15,Soil_Y16P1-Post_flowering_drought-15
TP15S22,15,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-15,Soil2016-Post_flowering_drought-15,Soil_Y16P1-Post_flowering_drought-15
TP15S21,15,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-15,Soil2016-Post_flowering_drought-15,Soil_Y16P1-Post_flowering_drought-15
TP15S16,15,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-15,Soil2016-Post_flowering_drought-15,Soil_Y16P1-Post_flowering_drought-15
TP15S15,15,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-15,Soil2016-Post_flowering_drought-15,Soil_Y16P1-Post_flowering_drought-15
TP16S4,16,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-16,Soil2016-Post_flowering_drought-16,Soil_Y16P1-Post_flowering_drought-16
TP16S3,16,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-16,Soil2016-Post_flowering_drought-16,Soil_Y16P1-Post_flowering_drought-16
TP16S22,16,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-16,Soil2016-Post_flowering_drought-16,Soil_Y16P1-Post_flowering_drought-16
TP16S21,16,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-16,Soil2016-Post_flowering_drought-16,Soil_Y16P1-Post_flowering_drought-16
TP16S16,16,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-16,Soil2016-Post_flowering_drought-16,Soil_Y16P1-Post_flowering_drought-16
TP16S15,16,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-16,Soil2016-Post_flowering_drought-16,Soil_Y16P1-Post_flowering_drought-16
TP17S16,17,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-17,Soil2016-Post_flowering_drought-17,Soil_Y16P1-Post_flowering_drought-17
TP17S4,17,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-17,Soil2016-Post_flowering_drought-17,Soil_Y16P1-Post_flowering_drought-17
TP17S3,17,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-17,Soil2016-Post_flowering_drought-17,Soil_Y16P1-Post_flowering_drought-17
TP17S22,17,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-17,Soil2016-Post_flowering_drought-17,Soil_Y16P1-Post_flowering_drought-17
TP17S21,17,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-17,Soil2016-Post_flowering_drought-17,Soil_Y16P1-Post_flowering_drought-17
TP17S15,17,Soil,Post_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Post_flowering_drought-17,Soil2016-Post_flowering_drought-17,Soil_Y16P1-Post_flowering_drought-17
TP0S6,0,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-0,Soil2016-Pre_flowering_drought-0,Soil_Y16P1-Pre_flowering_drought-0
TP0S5,0,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-0,Soil2016-Pre_flowering_drought-0,Soil_Y16P1-Pre_flowering_drought-0
TP0S18,0,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-0,Soil2016-Pre_flowering_drought-0,Soil_Y16P1-Pre_flowering_drought-0
TP0S17,0,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-0,Soil2016-Pre_flowering_drought-0,Soil_Y16P1-Pre_flowering_drought-0
TP0S14,0,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-0,Soil2016-Pre_flowering_drought-0,Soil_Y16P1-Pre_flowering_drought-0
TP0S13,0,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-0,Soil2016-Pre_flowering_drought-0,Soil_Y16P1-Pre_flowering_drought-0
TP3S6,3,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-3,Soil2016-Pre_flowering_drought-3,Soil_Y16P1-Pre_flowering_drought-3
TP3S5,3,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-3,Soil2016-Pre_flowering_drought-3,Soil_Y16P1-Pre_flowering_drought-3
TP3S18,3,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-3,Soil2016-Pre_flowering_drought-3,Soil_Y16P1-Pre_flowering_drought-3
TP3S17,3,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-3,Soil2016-Pre_flowering_drought-3,Soil_Y16P1-Pre_flowering_drought-3
TP3S14,3,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-3,Soil2016-Pre_flowering_drought-3,Soil_Y16P1-Pre_flowering_drought-3
TP3S13,3,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-3,Soil2016-Pre_flowering_drought-3,Soil_Y16P1-Pre_flowering_drought-3
TP4S6,4,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-4,Soil2016-Pre_flowering_drought-4,Soil_Y16P1-Pre_flowering_drought-4
TP4S5,4,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-4,Soil2016-Pre_flowering_drought-4,Soil_Y16P1-Pre_flowering_drought-4
TP4S18,4,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-4,Soil2016-Pre_flowering_drought-4,Soil_Y16P1-Pre_flowering_drought-4
TP4S17,4,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-4,Soil2016-Pre_flowering_drought-4,Soil_Y16P1-Pre_flowering_drought-4
TP4S14,4,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-4,Soil2016-Pre_flowering_drought-4,Soil_Y16P1-Pre_flowering_drought-4
TP4S13,4,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-4,Soil2016-Pre_flowering_drought-4,Soil_Y16P1-Pre_flowering_drought-4
TP5S14,5,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-5,Soil2016-Pre_flowering_drought-5,Soil_Y16P1-Pre_flowering_drought-5
TP5S6,5,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-5,Soil2016-Pre_flowering_drought-5,Soil_Y16P1-Pre_flowering_drought-5
TP5S5,5,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-5,Soil2016-Pre_flowering_drought-5,Soil_Y16P1-Pre_flowering_drought-5
TP5S18,5,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-5,Soil2016-Pre_flowering_drought-5,Soil_Y16P1-Pre_flowering_drought-5
TP5S17,5,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-5,Soil2016-Pre_flowering_drought-5,Soil_Y16P1-Pre_flowering_drought-5
TP5S13,5,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-5,Soil2016-Pre_flowering_drought-5,Soil_Y16P1-Pre_flowering_drought-5
TP6S6,6,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-6,Soil2016-Pre_flowering_drought-6,Soil_Y16P1-Pre_flowering_drought-6
TP6S5,6,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-6,Soil2016-Pre_flowering_drought-6,Soil_Y16P1-Pre_flowering_drought-6
TP6S18,6,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-6,Soil2016-Pre_flowering_drought-6,Soil_Y16P1-Pre_flowering_drought-6
TP6S17,6,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-6,Soil2016-Pre_flowering_drought-6,Soil_Y16P1-Pre_flowering_drought-6
TP6S14,6,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-6,Soil2016-Pre_flowering_drought-6,Soil_Y16P1-Pre_flowering_drought-6
TP6S13,6,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-6,Soil2016-Pre_flowering_drought-6,Soil_Y16P1-Pre_flowering_drought-6
TP7S6,7,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-7,Soil2016-Pre_flowering_drought-7,Soil_Y16P1-Pre_flowering_drought-7
TP7S5,7,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-7,Soil2016-Pre_flowering_drought-7,Soil_Y16P1-Pre_flowering_drought-7
TP7S18,7,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-7,Soil2016-Pre_flowering_drought-7,Soil_Y16P1-Pre_flowering_drought-7
TP7S17,7,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-7,Soil2016-Pre_flowering_drought-7,Soil_Y16P1-Pre_flowering_drought-7
TP7S14,7,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-7,Soil2016-Pre_flowering_drought-7,Soil_Y16P1-Pre_flowering_drought-7
TP7S13,7,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-7,Soil2016-Pre_flowering_drought-7,Soil_Y16P1-Pre_flowering_drought-7
TP8S6,8,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-8,Soil2016-Pre_flowering_drought-8,Soil_Y16P1-Pre_flowering_drought-8
TP8S5,8,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-8,Soil2016-Pre_flowering_drought-8,Soil_Y16P1-Pre_flowering_drought-8
TP8S18,8,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-8,Soil2016-Pre_flowering_drought-8,Soil_Y16P1-Pre_flowering_drought-8
TP8S17,8,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-8,Soil2016-Pre_flowering_drought-8,Soil_Y16P1-Pre_flowering_drought-8
TP8S14,8,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-8,Soil2016-Pre_flowering_drought-8,Soil_Y16P1-Pre_flowering_drought-8
TP8S13,8,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-8,Soil2016-Pre_flowering_drought-8,Soil_Y16P1-Pre_flowering_drought-8
TP9S6,9,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-9,Soil2016-Pre_flowering_drought-9,Soil_Y16P1-Pre_flowering_drought-9
TP9S5,9,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-9,Soil2016-Pre_flowering_drought-9,Soil_Y16P1-Pre_flowering_drought-9
TP9S18,9,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-9,Soil2016-Pre_flowering_drought-9,Soil_Y16P1-Pre_flowering_drought-9
TP9S17,9,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-9,Soil2016-Pre_flowering_drought-9,Soil_Y16P1-Pre_flowering_drought-9
TP9S14,9,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-9,Soil2016-Pre_flowering_drought-9,Soil_Y16P1-Pre_flowering_drought-9
TP9S13,9,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-9,Soil2016-Pre_flowering_drought-9,Soil_Y16P1-Pre_flowering_drought-9
TP10S6,10,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-10,Soil2016-Pre_flowering_drought-10,Soil_Y16P1-Pre_flowering_drought-10
TP10S5,10,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-10,Soil2016-Pre_flowering_drought-10,Soil_Y16P1-Pre_flowering_drought-10
TP10S18,10,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-10,Soil2016-Pre_flowering_drought-10,Soil_Y16P1-Pre_flowering_drought-10
TP10S17,10,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-10,Soil2016-Pre_flowering_drought-10,Soil_Y16P1-Pre_flowering_drought-10
