,Barcode,libraryName,Block,Week,Replicate,Genotype,Condition,Sample.type,Day,Genotype.Sample.type,CompleteTreatment,CorTreatment,Row,isFloweringWeek,Date.Harvested,Collected.By,Collection.Time,No.plants.pooled,Notes,FloweringJulianDate,FloweringDate,FloweringWeek,FloweringDay,FloweringJulianDate.1,LbsGrainHarvestPerPlot,TonsOfGrain.ac,PctGrainMoisture,TonsOfGrain.acAt13PctMoisture,X1000SeedWt_g,ApproximateEndOfSeasonStandCount_aveOfGrainRows,TotalFreshForageWtPerPlot_kg,TotalFreshForageWtPerPlot_lbs,TonsOfForage.ac,PctMoistureForage,TonsOfForage.acAt65PctMoisture,ApproximateEndOfSeasonStandCount_aveOfForageRows,DryBiomass,FreshBiomass,AveHeight,BarcodeJGI,isCorrectedBarcode,SampleId,rawReads,filteredReads,sampleName,conditionNumber,sequencerType,runType,fileUsed,processed_as,totalFragments,mappedFragments,assignedFragments,unassignedAmbiguous,unassignedNoFeatures,unassignedSecondaryHits,ratioStrandedness,MappedRatio,AssignedRatio,Plate1,Location,Plate,Mislabeled,Unreplicated,badSamples,questionableSamples,CompleteSampleTreatment,Week2D
0817163R21,T0817163R21,BOCYG,Block 21,11,3,BT642,Postflowering,Roots,Day77,BT642:Roots,BT642:11:Postflowering:Roots,BT642_11_Postflowering_21,Row3,FALSE,8/17/16,Jacob/Lily,1:17 PM,10,,210,2016/7/28,9,62,210,24.66,2.1483792,23.48,1.889585935,27.7,141,51.2,112.6,9.8088408,44.9,15.42804686,144.5,NA,NA,97.2,0817163R21,FALSE,131904,15920413,15887030,0817163R21,63,HiSeq-2500 1TB,1x101,11198.5.195877.ATGCACG-TCGTGCA.filter-RNA.fastq.gz,BT642,38937518,36628329,34943125,125047,1560157,0,0.9743,0.940695013,0.897415315,16-Dec-13_RA_1,D6,D,FALSE,FALSE,FALSE,FALSE,BT642:11:Postflowering,11
0817163R15,T0817163R15,BOPCO,Block 15,11,1,BT642,Postflowering,Roots,Day77,BT642:Roots,BT642:11:Postflowering:Roots,BT642_11_Postflowering_15,Row3,FALSE,8/17/16,Jacob/Lily,12:26 PM,10,,210,2016/7/28,9,62,210,12.72,1.1081664,25.06,0.954551609,21.78,135,45.4,99.9,8.7063372,56.6,10.79949841,143.5,NA,NA,95.8,0817163R15,FALSE,131971,17646939,17624690,0817163R15,63,HiSeq-2500 1TB,1x101,11228.8.196807.TCTCTTC-GGAAGAG.filter-RNA.fastq.gz,BT642,17624690,16268303,15571820,54334,642149,0,0.9797,0.923040519,0.883523058,16-Dec-20_RA_1,H5,H,FALSE,FALSE,FALSE,FALSE,BT642:11:Postflowering,11
0824164R21,T0824164R21,BOPTX,Block 21,12,3,BT642,Postflowering,Roots,Day84,BT642:Roots,BT642:12:Postflowering:Roots,BT642_12_Postflowering_21,Row4,FALSE,8/24/16,Lifeng,1:00 PM,10,,210,2016/7/28,9,62,210,24.66,2.1483792,23.48,1.889585935,27.7,141,51.2,112.6,9.8088408,44.9,15.42804686,144.5,450,1110,102.6,0824164R21,FALSE,131980,30198146,29829991,0824164R21,64,HiSeq-2500 1TB,1x101,11238.7.197210.TAGTGAC-GGTCACT.filter-RNA.fastq.gz,BT642,29829991,27937617,26786191,98726,1052700,0,0.9811,0.936561362,0.897961753,16-Dec-20_RA_2,D2,D,FALSE,TRUE,FALSE,FALSE,BT642:12:Postflowering,12
0831165R04,T0831165R04,BOCNU,Block 04,13,2,BT642,Postflowering,Roots,Day91,BT642:Roots,BT642:13:Postflowering:Roots,BT642_13_Postflowering_4,Row5,NA,8/31/16,Kristin,10:41 AM,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0831165R04,FALSE,131875,7100252,7012479,0831165R04,65,HiSeq-2500 1TB,1x101,11198.2.195851.CTCGATA-GTATCGA.filter-RNA.fastq.gz,BT642,56667824,51321492,49016529,227113,2077850,0,0.9806,0.905654892,0.864979905,16-Dec-12_RA_1,B5,B,FALSE,FALSE,FALSE,FALSE,BT642:13:Postflowering,13
0831165R15,T0831165R15,BOPNG,Block 15,13,1,BT642,Postflowering,Roots,Day91,BT642:Roots,BT642:13:Postflowering:Roots,BT642_13_Postflowering_15,Row5,NA,8/31/16,Kristin,11:58 AM,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0831165R15,FALSE,131946,18276336,18236766,0831165R15,65,HiSeq-2500 1TB,1x101,11228.3.196763.TCACAGC-TGCTGTG.filter-RNA.fastq.gz,BT642,18236766,14175626,13572325,48819,554482,0,0.979,0.777310297,0.744228719,16-Dec-20_RA_1,D5,D,FALSE,FALSE,FALSE,FALSE,BT642:13:Postflowering,13
0831165R21,T0831165R21,BOPUT,Block 21,13,3,BT642,Postflowering,Roots,Day91,BT642:Roots,BT642:13:Postflowering:Roots,BT642_13_Postflowering_21,Row5,NA,8/31/16,Kristin,1:06 PM,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0831165R21,FALSE,131986,19481456,19432254,0831165R21,65,HiSeq-2500 1TB,1x101,11238.6.197201.TATTCGC-GGCGAAT.filter-RNA.fastq.gz,BT642,19432254,17374086,16704410,59065,610611,0,0.9811,0.894084958,0.859622872,16-Dec-20_RA_2,H3,H,FALSE,FALSE,FALSE,FALSE,BT642:13:Postflowering,13
0907166R21,T0907166R21,BOPWO,Block 21,14,3,BT642,Postflowering,Roots,Day98,BT642:Roots,BT642:14:Postflowering:Roots,BT642_14_Postflowering_21,Row6,FALSE,2009/7/16,Mala/Siwen/Ling,12:25 PM,10,,210,2016/7/28,9,62,210,24.66,2.1483792,23.48,1.889585935,27.7,141,51.2,112.6,9.8088408,44.9,15.42804686,144.5,516,1216,101.6,0907166R21,FALSE,131992,30084374,30007953,0907166R21,66,HiSeq-2500 1TB,1x101,11237.3.197246.TCACAGC-TGCTGTG.filter-RNA.fastq.gz,BT642,30007953,28020073,26943789,111484,964800,0,0.9816,0.933754895,0.89788827,16-Dec-20_RA_2,D5,D,FALSE,TRUE,FALSE,FALSE,BT642:14:Postflowering,14
0914167R15,T0914167R15,BOPSU,Block 15,15,1,BT642,Postflowering,Roots,Day105,BT642:Roots,BT642:15:Postflowering:Roots,BT642_15_Postflowering_15,Row7,FALSE,9/14/16,Mark/Ryan,11:58 AM,10,,210,2016/7/28,9,62,210,12.72,1.1081664,25.06,0.954551609,21.78,135,45.4,99.9,8.7063372,56.6,10.79949841,143.5,NA,NA,101,0914167R15,FALSE,132017,20248853,20175765,0914167R15,67,HiSeq-2500 1TB,1x101,11237.4.197254.GAGGACT-AAGTCCT.filter-RNA.fastq.gz,BT642,20175765,11173470,10721027,40374,412069,0,0.9775,0.55380651,0.531381437,16-Dec-20_RA_2,A6,A,FALSE,FALSE,FALSE,FALSE,BT642:15:Postflowering,15
0914167R21,T0914167R21,BOPTB,Block 21,15,3,BT642,Postflowering,Roots,Day105,BT642:Roots,BT642:15:Postflowering:Roots,BT642_15_Postflowering_21,Row7,FALSE,9/14/16,Mark/Ryan,12:49 PM,10,,210,2016/7/28,9,62,210,24.66,2.1483792,23.48,1.889585935,27.7,141,51.2,112.6,9.8088408,44.9,15.42804686,144.5,NA,NA,108.6,0914167R21,FALSE,132020,37998764,37875039,0914167R21,67,HiSeq-2500 1TB,1x101,11237.4.197254.CACGTTG-ACAACGT.filter-RNA.fastq.gz,BT642,37875039,35989436,34549254,147979,1292203,0,0.9799,0.950215154,0.912190585,16-Dec-20_RA_2,G6,G,FALSE,FALSE,FALSE,FALSE,BT642:15:Postflowering,15
0914167R04,T0914167R04,BOPWZ,Block 04,15,2,BT642,Postflowering,Roots,Day105,BT642:Roots,BT642:15:Postflowering:Roots,BT642_15_Postflowering_4,Row7,FALSE,9/14/16,Mark/Ryan,10:53 AM,10,,210,2016/7/28,9,62,210,21.09,1.8373608,26.17,1.559222389,27.62,149.5,56,123.3,10.73754,61.5,11.79949451,147.5,NA,NA,98,0914167R04,FALSE,131995,23421109,23332623,0914167R04,67,HiSeq-2500 1TB,1x101,11237.2.197237.ATGCACG-TCGTGCA.filter-RNA.fastq.gz,BT642,23332623,21172311,20310333,80301,781677,0,0.9782,0.907412381,0.870469342,16-Dec-20_RA_2,D6,D,FALSE,FALSE,FALSE,FALSE,BT642:15:Postflowering,15
0921168R21,T0921168R21,BTOPW,Block 21,16,3,BT642,Postflowering,Roots,Day112,BT642:Roots,BT642:16:Postflowering:Roots,BT642_16_Postflowering_21,Row8,FALSE,9/21/16,Kristin/Peggy/Pubudu/Julie S,12:37 PM,10,,210,2016/7/28,9,62,210,24.66,2.1483792,23.48,1.889585935,27.7,141,51.2,112.6,9.8088408,44.9,15.42804686,144.5,574.3,1140,106.2,0921168R21,FALSE,134918,24838410,24528189,0921168R21,68,HiSeq-2500 1TB,1x101,11586.4.212634.CTGACAC-TGTGTCA.filter-RNA.fastq.gz,BT642,24528189,23074863,22118293,89094,867476,0,0.9793,0.940748744,0.901749942,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,BT642:16:Postflowering,16
0928169R04,T0928169R04,BOPOT,Block 04,17,2,BT642,Postflowering,Roots,Day119,BT642:Roots,BT642:17:Postflowering:Roots,BT642_17_Postflowering_4,Row9,FALSE,9/28/16,Julie P,10:40 AM,10,,210,2016/7/28,9,62,210,21.09,1.8373608,26.17,1.559222389,27.62,149.5,56,123.3,10.73754,61.5,11.79949451,147.5,NA,NA,103,0928169R04,FALSE,132001,21393917,21186701,0928169R04,69,HiSeq-2500 1TB,1x101,11237.4.197254.TGTACAC-GGTGTAC.filter-RNA.fastq.gz,BT642,21186701,19796465,19003821,74850,717794,0,0.9811,0.934381667,0.89696933,16-Dec-20_RA_2,B2,B,FALSE,FALSE,FALSE,FALSE,BT642:17:Postflowering,17
0928169R15,T0928169R15,BOPPS,Block 15,17,1,BT642,Postflowering,Roots,Day119,BT642:Roots,BT642:17:Postflowering:Roots,BT642_17_Postflowering_15,Row9,FALSE,9/28/16,Julie P,11:35 AM,10,,210,2016/7/28,9,62,210,12.72,1.1081664,25.06,0.954551609,21.78,135,45.4,99.9,8.7063372,56.6,10.79949841,143.5,NA,NA,100.8,0928169R15,FALSE,132009,19603583,19568203,0928169R15,69,HiSeq-2500 1TB,1x101,11238.8.197219.AGTCTCA-GTGAGAC.filter-RNA.fastq.gz,BT642,19568203,17224632,16531229,66583,626820,0,0.9804,0.880235758,0.844800568,16-Dec-20_RA_2,H3,H,FALSE,FALSE,FALSE,FALSE,BT642:17:Postflowering,17
0928169R21,T0928169R21,BOPSN,Block 21,17,3,BT642,Postflowering,Roots,Day119,BT642:Roots,BT642:17:Postflowering:Roots,BT642_17_Postflowering_21,Row9,FALSE,9/28/16,Cheng/Peggy,12:31 PM,10,,210,2016/7/28,9,62,210,24.66,2.1483792,23.48,1.889585935,27.7,141,51.2,112.6,9.8088408,44.9,15.42804686,144.5,NA,NA,104.4,0928169R21,FALSE,132015,21587404,21550732,0928169R21,69,HiSeq-2500 1TB,1x101,11238.8.197219.ACGATGA-GTCATCG.filter-RNA.fastq.gz,BT642,21550732,19552144,18784651,76064,691429,0,0.9809,0.907261248,0.871647933,16-Dec-20_RA_2,D5,D,FALSE,FALSE,FALSE,FALSE,BT642:17:Postflowering,17
0615163R11,T0615163R11,BOCAT,Block 11,2,3,BT642,Control,Roots,Day14,BT642:Roots,BT642:02:Control:Roots,BT642_02_Control_11, Row3,FALSE,6/15/16,Grady Pierroz,11:00:00,20,,210,2016/7/28,9,62,210,22.06,1.9218672,27.45,1.602660521,28.51,120,101.2,222.7,19.4029308,64.2,19.83686216,122.5,1.5,11.4,19.8,0615163R11,FALSE,131838,20252742,19933674,0615163R11,70,HiSeq-2500 1TB,1x101,11193.1.195642.ATAGCGG-ACCGCTA.filter-RNA.fastq.gz,BT642,19933674,19344727,18620617,66764,657346,0,0.9789,0.970454669,0.934128701,16-Dec-12_RA_1,C1,C,FALSE,FALSE,FALSE,FALSE,BT642:02:Control,2
0615163R19,T0615163R19,BOCGU,Block 19,2,2,BT642,Control,Roots,Day14,BT642:Roots,BT642:02:Control:Roots,BT642_02_Control_19, Row3,FALSE,6/15/16,Grady Pierroz,11:47 AM,20,,210,2016/7/28,9,62,210,21.27,1.8530424,33.64,1.413424065,30.03,133,90.3,198.6,17.297676,63.1,18.24588748,144,1.1,14.8,17.5,0615163R19,FALSE,131861,21470445,21393141,0615163R19,70,HiSeq-2500 1TB,1x101,11193.3.195661.GGATACC-TGGTATC.filter-RNA.fastq.gz,BT642,21393141,20790253,20064660,75470,650123,0,0.9796,0.971818631,0.937901545,16-Dec-12_RA_1,C1,C,FALSE,FALSE,FALSE,FALSE,BT642:02:Control,2
0615163R02,T0615163R02,BOPGG,Block 02,2,1,BT642,Control,Roots,Day14,BT642:Roots,BT642:02:Control:Roots,BT642_02_Control_2, Row3,FALSE,6/15/16,Grady Pierroz,10:41 AM,20,,210,2016/7/28,9,62,210,17.5,1.5246,28.3,1.25648069,27.6,134.5,88.5,194.8,16.9696692,70.2,14.45727662,143.5,1.3,9.4,17.5,0615163R02,FALSE,131930,21548866,21480532,0615163R02,70,HiSeq-2500 1TB,1x101,11238.5.197192.TGGATCA-GTGATCC.filter-RNA.fastq.gz,BT642,21480532,20884197,20102307,73239,708651,0,0.977,0.972238351,0.935838414,16-Dec-20_RA_1,E1,E,FALSE,FALSE,FALSE,FALSE,BT642:02:Control,2
0622162R11,T0622162R11,BOCBC,Block 11,3,3,BT642,Control,Roots,Day21,BT642:Roots,BT642:03:Control:Roots,BT642_03_Control_11, Row2,FALSE,6/22/16,Raney,12:00 PM,15,,210,2016/7/28,9,62,210,22.06,1.9218672,27.45,1.602660521,28.51,120,101.2,222.7,19.4029308,64.2,19.83686216,122.5,NA,NA,31.6,0622162R11,FALSE,131842,19362120,19128090,0622162R11,71,HiSeq-2500 1TB,1x101,11193.7.195698.AGCTAAC-GGTTAGC.filter-RNA.fastq.gz,BT642,19128090,18588374,17920273,66195,601906,0,0.9813,0.971784114,0.936856372,16-Dec-12_RA_1,D2,D,FALSE,FALSE,FALSE,FALSE,BT642:03:Control,3
0622162R19,T0622162R19,BOCHG,Block 19,3,2,BT642,Control,Roots,Day21,BT642:Roots,BT642:03:Control:Roots,BT642_03_Control_19, Row2,FALSE,6/22/16,XXX,11:10 AM,15,,210,2016/7/28,9,62,210,21.27,1.8530424,33.64,1.413424065,30.03,133,90.3,198.6,17.297676,63.1,18.24588748,144,NA,NA,24,0622162R19,FALSE,131865,24309278,24094128,0622162R19,71,HiSeq-2500 1TB,1x101,11250.3.197778.TAGTGAC-GGTCACT.filter-RNA.fastq.gz,BT642,54773562,53076031,51089026,226531,1760474,0,0.9804,0.969008205,0.932731488,16-Dec-12_RA_1,D2,D,FALSE,FALSE,FALSE,FALSE,BT642:03:Control,3
0622162R02,T0622162R02,BOPGP,Block 02,3,1,BT642,Control,Roots,Day21,BT642:Roots,BT642:03:Control:Roots,BT642_03_Control_2, Row2,FALSE,6/22/16,Raney,10:48 AM,15,,210,2016/7/28,9,62,210,17.5,1.5246,28.3,1.25648069,27.6,134.5,88.5,194.8,16.9696692,70.2,14.45727662,143.5,NA,NA,27.8,0622162R02,FALSE,131932,20536850,20473718,0622162R02,71,HiSeq-2500 1TB,1x101,11238.3.197174.GAAGTAC-GGTACTT.filter-RNA.fastq.gz,BT642,20473718,19819961,19075245,67447,677269,0,0.9797,0.968068477,0.931694234,16-Dec-20_RA_1,B2,B,FALSE,FALSE,FALSE,FALSE,BT642:03:Control,3
0629164R11,T0629164R11,BOCBU,Block 11,4,3,BT642,Control,Roots,Day28,BT642:Roots,BT642:04:Control:Roots,BT642_04_Control_11,Row4,FALSE,6/29/16,Mala,10:56 AM,10,,210,2016/7/28,9,62,210,22.06,1.9218672,27.45,1.602660521,28.51,120,101.2,222.7,19.4029308,64.2,19.83686216,122.5,29.8,200.36,38.1,0629164R11,FALSE,131846,23705668,23626902,0629164R11,72,HiSeq-2500 1TB,1x101,11250.4.197787.ACCATCC-TGGATGG.filter-RNA.fastq.gz,BT642,37657803,36182424,34952162,145524,1084738,0,0.9808,0.960821427,0.928151916,16-Dec-12_RA_1,D3,D,FALSE,FALSE,FALSE,FALSE,BT642:04:Control,4
0629164R19,T0629164R19,BOCHW,Block 19,4,2,BT642,Control,Roots,Day28,BT642:Roots,BT642:04:Control:Roots,BT642_04_Control_19,Row4,FALSE,6/29/16,Mala,12:02 PM,10,,210,2016/7/28,9,62,210,21.27,1.8530424,33.64,1.413424065,30.03,133,90.3,198.6,17.297676,63.1,18.24588748,144,32.2,218.16,33,0629164R19,FALSE,131869,18327670,18262063,0629164R19,72,HiSeq-2500 1TB,1x101,11193.3.195661.ATGGTCC-TGGACCA.filter-RNA.fastq.gz,BT642,18262063,17598128,16942489,56986,598653,0,0.9798,0.963644031,0.927742337,16-Dec-12_RA_1,D3,D,FALSE,FALSE,FALSE,FALSE,BT642:04:Control,4
0629164R02,T0629164R02,BOPHA,Block 02,4,1,BT642,Control,Roots,Day28,BT642:Roots,BT642:04:Control:Roots,BT642_04_Control_2,Row4,FALSE,6/29/16,Dan/Heidi/Hannah,10:16 AM,10,,210,2016/7/28,9,62,210,17.5,1.5246,28.3,1.25648069,27.6,134.5,88.5,194.8,16.9696692,70.2,14.45727662,143.5,22.2,140.31,37.6,0629164R02,FALSE,131936,20852886,20639833,0629164R02,72,HiSeq-2500 1TB,1x101,11228.3.196763.CCAAGCA-TTGCTTG.filter-RNA.fastq.gz,BT642,20639833,19715516,18911410,67645,736461,0,0.9785,0.955216837,0.916257898,16-Dec-20_RA_1,B3,B,FALSE,FALSE,FALSE,FALSE,BT642:04:Control,4
0706165R11,T0706165R11,BOCCG,Block 11,5,3,BT642,Control,Roots,Day35,BT642:Roots,BT642:05:Control:Roots,BT642_05_Control_11,Row5,FALSE,2007/6/16,Jess,10:39AM,10,,210,2016/7/28,9,62,210,22.06,1.9218672,27.45,1.602660521,28.51,120,101.2,222.7,19.4029308,64.2,19.83686216,122.5,NA,NA,49.7,0706165R11,FALSE,131850,23347282,23044619,0706165R11,73,HiSeq-2500 1TB,1x101,11250.4.197787.GTAACGA-GTCGTTA.filter-RNA.fastq.gz,BT642,36687978,34829089,33484725,161087,1183277,0,0.9805,0.949332476,0.912689301,16-Dec-12_RA_1,D4,D,FALSE,FALSE,FALSE,FALSE,BT642:05:Control,5
0706165R02,T0706165R02,BZNOW,Block 02,5,1,BT642,Control,Roots,Day35,BT642:Roots,BT642:05:Control:Roots,BT642_05_Control_2,Row5,FALSE,2007/6/16,Ashwin,10:02AM,10,,210,2016/7/28,9,62,210,17.5,1.5246,28.3,1.25648069,27.6,134.5,88.5,194.8,16.9696692,70.2,14.45727662,143.5,NA,NA,49.5,0706165R02,FALSE,155880,30231585,29655187,0706165R02,73,HiSeq-2500 1TB,1x101,11887.7.224842.TTCGTAC-GGTACGA.filter-RNA.fastq.gz,BT642,29655187,27738843,26723089,108294,907460,0,0.9818,0.935379129,0.901126977,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,BT642:05:Control,5
