,Barcode,libraryName,Block,Week,Replicate,Genotype,Condition,Sample.type,Day,Genotype.Sample.type,CompleteTreatment,CorTreatment,Row,isFloweringWeek,Date.Harvested,Collected.By,Collection.Time,No.plants.pooled,Notes,FloweringJulianDate,FloweringDate,FloweringWeek,FloweringDay,FloweringJulianDate.1,LbsGrainHarvestPerPlot,TonsOfGrain.ac,PctGrainMoisture,TonsOfGrain.acAt13PctMoisture,X1000SeedWt_g,ApproximateEndOfSeasonStandCount_aveOfGrainRows,TotalFreshForageWtPerPlot_kg,TotalFreshForageWtPerPlot_lbs,TonsOfForage.ac,PctMoistureForage,TonsOfForage.acAt65PctMoisture,ApproximateEndOfSeasonStandCount_aveOfForageRows,DryBiomass,FreshBiomass,AveHeight,BarcodeJGI,isCorrectedBarcode,SampleId,rawReads,filteredReads,sampleName,conditionNumber,sequencerType,runType,fileUsed,processed_as,totalFragments,mappedFragments,assignedFragments,unassignedAmbiguous,unassignedNoFeatures,unassignedSecondaryHits,ratioStrandedness,MappedRatio,AssignedRatio,Plate1,Location,Plate,Mislabeled,Unreplicated,badSamples,questionableSamples,CompleteSampleTreatment,Week2D
0928169R13,T0928169R13,BOPPH,Block 13,17,2,RT430,Preflowering,Roots,Day119,RT430:Roots,RT430:17:Preflowering:Roots,RT430_17_Preflowering_13,Row9,FALSE,9/28/16,Cheng/Peggy,11:18 AM,10,,228,2016/8/15,11,80,228,19.75,1.72062,22.16,1.539460469,31.75,90,61.7,135.8,11.8295892,66.7,11.26627543,92,NA,NA,106.2,0928169R13,FALSE,131823,20360050,20317742,0928169R13,56,HiSeq-2500 1TB,1x101,11238.6.197201.ACCATCC-TGGATGG.filter-RNA.fastq.gz,RT430,20317742,18705049,17909273,77489,718287,0,0.9799,0.920626367,0.88145981,16-Dec-20_RA_2,D3,D,FALSE,FALSE,FALSE,FALSE,RT430:17:Preflowering,17
0928169R05,T0928169R05,BOPOW,Block 05,17,3,RT430,Preflowering,Roots,Day119,RT430:Roots,RT430:17:Preflowering:Roots,RT430_17_Preflowering_5,Row9,FALSE,9/28/16,Julie P,10:46 AM,10,,230,2016/8/17,11,82,230,14.08,1.2266496,27.67,1.019811098,30.13,109.5,64.1,141.1,12.2935032,67.2,11.52515925,98,NA,NA,98.8,0928169R05,FALSE,131819,25799882,25498476,0928169R05,56,HiSeq-2500 1TB,1x101,11237.5.197263.AGCTAAC-GGTTAGC.filter-RNA.fastq.gz,RT430,25498476,23406563,22405123,98351,903089,0,0.9798,0.917959293,0.878684789,16-Dec-20_RA_2,D2,D,FALSE,FALSE,FALSE,FALSE,RT430:17:Preflowering,17
0803169R03,T0803169R03,BOCPZ,Block 03,9,2,RT430,Postflowering,Roots,Day63,RT430:Roots,RT430:09:Postflowering:Roots,RT430_09_Postflowering_3,Row9,TRUE,2008/3/16,Mala/Jessie/Amy,10:24 AM,10,,216,2016/8/3,9,68,216,11.03,0.9609336,20.55,0.877542236,22.12,104.5,39.1,86,7.4962404,61.1,8.335017475,105,NA,NA,102.8,0803169R03,FALSE,131727,20406175,20360722,0803169R03,58,HiSeq-2500 1TB,1x101,11199.5.195807.TCGCTGT-AACAGCG.filter-RNA.fastq.gz,RT430,20360722,17386714,16677506,69071,640137,0,0.9785,0.85393406,0.819101896,16-Dec-13_RA_1,C2,C,FALSE,FALSE,FALSE,FALSE,RT430:09:Postflowering,9
0803169R22,T0803169R22,BOCWW,Block 22,9,3,RT430,Postflowering,Roots,Day63,RT430:Roots,RT430:09:Postflowering:Roots,RT430_09_Postflowering_22,Row9,TRUE,2008/3/16,Mala/Jessie/Amy,12:42 PM,10,,216,2016/8/3,9,68,216,16.78,1.4618736,22.48,1.302579787,25.36,117,42.7,94,8.1927648,39,14.28793861,124.5,NA,NA,117,0803169R22,FALSE,131708,26428773,26391311,0803169R22,58,HiSeq-2500 1TB,1x101,11198.6.195886.AAGAGCC-TGGCTCT.filter-RNA.fastq.gz,RT430,55571505,51332910,49395896,212041,1724973,0,0.9799,0.923727187,0.888870942,16-Dec-13_RA_1,F3,F,FALSE,FALSE,FALSE,FALSE,RT430:09:Postflowering,9
0803169R16,T0803169R16,BOPAZ,Block 16,9,1,RT430,Postflowering,Roots,Day63,RT430:Roots,RT430:09:Postflowering:Roots,RT430_09_Postflowering_16,Row9,TRUE,2008/3/16,Julie P,11:46 AM,10,,216,2016/8/3,9,68,216,17.31,1.5080472,24.5,1.308707628,26.46,103.5,32.9,72.3,6.3013896,49.4,9.115934322,89,NA,NA,100,0803169R16,FALSE,131775,20402037,20349380,0803169R16,58,HiSeq-2500 1TB,1x101,11238.3.197174.TCATCAC-GGTGATG.filter-RNA.fastq.gz,RT430,20349380,18603667,17885650,69853,648164,0,0.9797,0.914212964,0.878928498,16-Dec-20_RA_1,B3,B,FALSE,FALSE,FALSE,FALSE,RT430:09:Postflowering,9
0810162R03,T0810162R03,BOCSW,Block 03,10,2,RT430,Postflowering,Roots,Day70,RT430:Roots,RT430:10:Postflowering:Roots,RT430_10_Postflowering_3,Row2,FALSE,2008/10/16,John Vogel,10:28 AM,10,,216,2016/8/3,9,68,216,11.03,0.9609336,20.55,0.877542236,22.12,104.5,39.1,86,7.4962404,61.1,8.335017475,105,690,2286,94.2,0810160R03,TRUE,131733,24855496,24596560,0810160R03,59,HiSeq-2500 1TB,1x101,11198.6.195886.TCCGAGT-AACTCGG.filter-RNA.fastq.gz,RT430,51774200,48759879,46833876,218370,1707633,0,0.9803,0.941779477,0.904579424,16-Dec-13_RA_1,G3,G,FALSE,FALSE,FALSE,FALSE,RT430:10:Postflowering,10
0810162R22,T0810162R22,BOCXS,Block 22,10,3,RT430,Postflowering,Roots,Day70,RT430:Roots,RT430:10:Postflowering:Roots,RT430_10_Postflowering_22,Row2,FALSE,2008/10/16,John Vogel,12:47 PM,10,,216,2016/8/3,9,68,216,16.78,1.4618736,22.48,1.302579787,25.36,117,42.7,94,8.1927648,39,14.28793861,124.5,852,2698,108.6,0810160R22,TRUE,131714,28451268,28185253,0810160R22,59,HiSeq-2500 1TB,1x101,11250.8.197821.CTCGATA-GTATCGA.filter-RNA.fastq.gz,RT430,28185253,25950091,24945199,103352,901540,0,0.9808,0.920697465,0.885044353,16-Dec-13_RA_1,B5,B,FALSE,FALSE,FALSE,FALSE,RT430:10:Postflowering,10
0810162R16,T0810162R16,BOPBW,Block 16,10,1,RT430,Postflowering,Roots,Day70,RT430:Roots,RT430:10:Postflowering:Roots,RT430_10_Postflowering_16,Row2,FALSE,2008/10/16,John Vogel,11:54 AM,10,,216,2016/8/3,9,68,216,17.31,1.5080472,24.5,1.308707628,26.46,103.5,32.9,72.3,6.3013896,49.4,9.115934322,89,726,2280,94.2,0810160R16,TRUE,131781,21449331,21191073,0810160R16,59,HiSeq-2500 1TB,1x101,11238.3.197174.ATTGAGC-GGCTCAA.filter-RNA.fastq.gz,RT430,21191073,19890833,19089485,79347,722001,0,0.9804,0.938642088,0.90082673,16-Dec-20_RA_1,F4,F,FALSE,FALSE,FALSE,FALSE,RT430:10:Postflowering,10
0817163R03,T0817163R03,BOCTS,Block 03,11,2,RT430,Postflowering,Roots,Day77,RT430:Roots,RT430:11:Postflowering:Roots,RT430_11_Postflowering_3,Row3,FALSE,8/17/16,Jacob/Lily,11:12 AM,10,,216,2016/8/3,9,68,216,11.03,0.9609336,20.55,0.877542236,22.12,104.5,39.1,86,7.4962404,61.1,8.335017475,105,NA,NA,103.8,0817163R03,FALSE,131739,29205859,28896480,0817163R03,60,HiSeq-2500 1TB,1x101,11198.4.195869.GTCTCCT-AAGGAGA.filter-RNA.fastq.gz,RT430,28896480,26736405,25568837,103497,1064071,0,0.9798,0.925247816,0.884842618,16-Dec-13_RA_1,C5,C,FALSE,FALSE,FALSE,FALSE,RT430:11:Postflowering,11
0817163R22,T0817163R22,BOCYN,Block 22,11,3,RT430,Postflowering,Roots,Day77,RT430:Roots,RT430:11:Postflowering:Roots,RT430_11_Postflowering_22,Row3,FALSE,8/17/16,Jacob/Lily,1:25 PM,10,,216,2016/8/3,9,68,216,16.78,1.4618736,22.48,1.302579787,25.36,117,42.7,94,8.1927648,39,14.28793861,124.5,NA,NA,114.6,0817163R22,FALSE,131720,27754375,27698735,0817163R22,60,HiSeq-2500 1TB,1x101,11250.5.197796.TGTCCAG-TCTGGAC.filter-RNA.fastq.gz,RT430,47110437,41539803,39768031,169564,1602208,0,0.979,0.881753718,0.844144812,16-Dec-13_RA_1,F6,F,FALSE,FALSE,FALSE,FALSE,RT430:11:Postflowering,11
0817163R16,T0817163R16,BOPCS,Block 16,11,1,RT430,Postflowering,Roots,Day77,RT430:Roots,RT430:11:Postflowering:Roots,RT430_11_Postflowering_16,Row3,FALSE,8/17/16,Jacob/Lily,12:34 PM,10,,216,2016/8/3,9,68,216,17.31,1.5080472,24.5,1.308707628,26.46,103.5,32.9,72.3,6.3013896,49.4,9.115934322,89,NA,NA,105.6,0817163R16,FALSE,131787,19952261,19685681,0817163R16,60,HiSeq-2500 1TB,1x101,11238.3.197174.AGAATGC-GGCATTC.filter-RNA.fastq.gz,RT430,19685681,17825114,16952971,68469,803674,0,0.9786,0.905486277,0.861182857,16-Dec-20_RA_1,B6,B,FALSE,FALSE,FALSE,FALSE,RT430:11:Postflowering,11
0824164R22,T0824164R22,BOPTZ,Block 22,12,3,RT430,Postflowering,Roots,Day84,RT430:Roots,RT430:12:Postflowering:Roots,RT430_12_Postflowering_22,Row4,FALSE,8/24/16,Amy/Jeff,1:10 PM,10,,216,2016/8/3,9,68,216,16.78,1.4618736,22.48,1.302579787,25.36,117,42.7,94,8.1927648,39,14.28793861,124.5,1044,2654,123.6,0824164R22,FALSE,131796,30841869,30450034,0824164R22,61,HiSeq-2500 1TB,1x101,11237.3.197246.CACTGAC-TGTCAGT.filter-RNA.fastq.gz,RT430,30450034,26590426,25520543,95423,974460,0,0.9803,0.873247826,0.838112135,16-Dec-20_RA_2,F2,F,FALSE,TRUE,FALSE,FALSE,RT430:12:Postflowering,12
0831165R03,T0831165R03,BOCNS,Block 03,13,2,RT430,Postflowering,Roots,Day91,RT430:Roots,RT430:13:Postflowering:Roots,RT430_13_Postflowering_3,Row5,NA,8/31/16,Jeff,10:32 AM,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0831165R03,FALSE,131691,14071904,13893055,0831165R03,62,HiSeq-2500 1TB,1x101,11198.1.195842.GTGAATC-GGATTCA.filter-RNA.fastq.gz,RT430,36326800,32555286,31140752,146410,1268124,0,0.9805,0.896178194,0.857239063,16-Dec-12_RA_1,H4,H,FALSE,FALSE,FALSE,FALSE,RT430:13:Postflowering,13
0831165R16,T0831165R16,BOPNN,Block 16,13,1,RT430,Postflowering,Roots,Day91,RT430:Roots,RT430:13:Postflowering:Roots,RT430_13_Postflowering_16,Row5,NA,8/31/16,Jeff,12:07 PM,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0831165R16,FALSE,131762,21638101,21584358,0831165R16,62,HiSeq-2500 1TB,1x101,11228.2.196754.CTATCGC-TGCGATA.filter-RNA.fastq.gz,RT430,21584358,13745298,13163412,47232,534654,0,0.9789,0.636817551,0.609858862,16-Dec-20_RA_1,F5,F,FALSE,FALSE,FALSE,FALSE,RT430:13:Postflowering,13
0831165R22,T0831165R22,BOPUW,Block 22,13,3,RT430,Postflowering,Roots,Day91,RT430:Roots,RT430:13:Postflowering:Roots,RT430_13_Postflowering_22,Row5,NA,8/31/16,Jeff,1:18 PM,10,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0831165R22,FALSE,131802,22965024,22881974,0831165R22,62,HiSeq-2500 1TB,1x101,11237.2.197237.AACGGTC-TGACCGT.filter-RNA.fastq.gz,RT430,22881974,17097966,16443309,56712,597945,0,0.9801,0.747224256,0.718614093,16-Dec-20_RA_2,B4,B,FALSE,FALSE,FALSE,FALSE,RT430:13:Postflowering,13
0907166R22,T0907166R22,BOPWS,Block 22,14,3,RT430,Postflowering,Roots,Day98,RT430:Roots,RT430:14:Postflowering:Roots,RT430_14_Postflowering_22,Row6,FALSE,2009/7/16,Julie S/Julie P,12:33 PM,10,,216,2016/8/3,9,68,216,16.78,1.4618736,22.48,1.302579787,25.36,117,42.7,94,8.1927648,39,14.28793861,124.5,276,708,125.6,0907166R22,FALSE,131808,20758793,20673858,0907166R22,63,HiSeq-2500 1TB,1x101,11237.2.197237.CTATCGC-TGCGATA.filter-RNA.fastq.gz,RT430,20673858,16613146,15983182,62759,567205,0,0.9811,0.803582283,0.773110757,16-Dec-20_RA_2,F5,F,FALSE,TRUE,FALSE,FALSE,RT430:14:Postflowering,14
0914167R03,T0914167R03,BOPWY,Block 03,15,2,RT430,Postflowering,Roots,Day105,RT430:Roots,RT430:15:Postflowering:Roots,RT430_15_Postflowering_3,Row7,FALSE,9/14/16,Mark/Ryan,10:44 AM,10,,216,2016/8/3,9,68,216,11.03,0.9609336,20.55,0.877542236,22.12,104.5,39.1,86,7.4962404,61.1,8.335017475,105,NA,NA,117.6,0914167R03,FALSE,131811,23269392,22773686,0914167R03,64,HiSeq-2500 1TB,1x101,11237.8.197290.GCATGTC-AGACATG.filter-RNA.fastq.gz,RT430,22773686,17154731,16436887,65713,652131,0,0.9772,0.753269848,0.721749084,16-Dec-20_RA_2,C6,C,FALSE,FALSE,FALSE,FALSE,RT430:15:Postflowering,15
0914167R16,T0914167R16,BOPSW,Block 16,15,1,RT430,Postflowering,Roots,Day105,RT430:Roots,RT430:15:Postflowering:Roots,RT430_15_Postflowering_16,Row7,FALSE,9/14/16,Mark/Ryan/Jeff,12:08 PM,10,,216,2016/8/3,9,68,216,17.31,1.5080472,24.5,1.308707628,26.46,103.5,32.9,72.3,6.3013896,49.4,9.115934322,89,NA,NA,120.6,0914167R16,FALSE,131833,12546908,11150398,0914167R16,64,HiSeq-2500 1TB,1x101,11238.6.197201.AGAATGC-GGCATTC.filter-RNA.fastq.gz,RT430,11150398,5803578,5472161,21146,310271,0,0.9707,0.52048169,0.490759254,16-Dec-20_RA_2,B6,B,FALSE,FALSE,FALSE,FALSE,RT430:15:Postflowering,15
0914167R22,T0914167R22,BOPTC,Block 22,15,3,RT430,Postflowering,Roots,Day105,RT430:Roots,RT430:15:Postflowering:Roots,RT430_15_Postflowering_22,Row7,FALSE,9/14/16,Mark/Ryan/Jeff,12:56 PM,10,,216,2016/8/3,9,68,216,16.78,1.4618736,22.48,1.302579787,25.36,117,42.7,94,8.1927648,39,14.28793861,124.5,NA,NA,129.8,0914167R22,FALSE,131836,16757757,16502026,0914167R22,64,HiSeq-2500 1TB,1x101,11238.7.197210.GTTCAAC-GGTTGAA.filter-RNA.fastq.gz,RT430,16502026,10021205,9613100,38949,369156,0,0.9792,0.607271192,0.582540592,16-Dec-20_RA_2,H6,H,FALSE,FALSE,FALSE,FALSE,RT430:15:Postflowering,15
0921168R22,T0921168R22,BTOPX,Block 22,16,3,RT430,Postflowering,Roots,Day112,RT430:Roots,RT430:16:Postflowering:Roots,RT430_16_Postflowering_22,Row8,FALSE,9/21/16,Kristin/Peggy/Pubudu/Julie S,12:47 PM,10,,216,2016/8/3,9,68,216,16.78,1.4618736,22.48,1.302579787,25.36,117,42.7,94,8.1927648,39,14.28793861,124.5,472.3,980,126.4,0921168R22,FALSE,134915,26284388,26134967,0921168R22,65,HiSeq-2500 1TB,1x101,11586.4.212634.CCAGTGT-AACACTG.filter-RNA.fastq.gz,RT430,26134967,21147012,20306140,80154,760718,0,0.979,0.809146306,0.776972093,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,RT430:16:Postflowering,16
0928169R22,T0928169R22,BOPSP,Block 22,17,3,RT430,Postflowering,Roots,Day119,RT430:Roots,RT430:17:Postflowering:Roots,RT430_17_Postflowering_22,Row9,FALSE,9/28/16,Jeff,12:40 PM,10,,216,2016/8/3,9,68,216,16.78,1.4618736,22.48,1.302579787,25.36,117,42.7,94,8.1927648,39,14.28793861,124.5,NA,NA,121.8,0928169R22,FALSE,131831,20909358,20864272,0928169R22,66,HiSeq-2500 1TB,1x101,11238.6.197201.AGTAGTC-GGACTAC.filter-RNA.fastq.gz,RT430,20864272,16994496,16345536,69591,579369,0,0.9808,0.814526191,0.783422302,16-Dec-20_RA_2,F5,F,FALSE,FALSE,FALSE,FALSE,RT430:17:Postflowering,17
0928169R03,T0928169R03,BOPOP,Block 03,17,2,RT430,Postflowering,Roots,Day119,RT430:Roots,RT430:17:Postflowering:Roots,RT430_17_Postflowering_3,Row9,FALSE,9/28/16,Cheng/Peggy,10:27 AM,10,,216,2016/8/3,9,68,216,11.03,0.9609336,20.55,0.877542236,22.12,104.5,39.1,86,7.4962404,61.1,8.335017475,105,NA,NA,108.4,0928169R03,FALSE,131817,31793628,31439046,0928169R03,66,HiSeq-2500 1TB,1x101,11237.3.197246.CTGACAC-TGTGTCA.filter-RNA.fastq.gz,RT430,31439046,28573793,27371883,118106,1083804,0,0.9795,0.908863233,0.870633384,16-Dec-20_RA_2,G1,G,FALSE,FALSE,FALSE,FALSE,RT430:17:Postflowering,17
0928169R16,T0928169R16,BOPPU,Block 16,17,1,RT430,Postflowering,Roots,Day119,RT430:Roots,RT430:17:Postflowering:Roots,RT430_17_Postflowering_16,Row9,FALSE,9/28/16,Cheng/Peggy,11:44 AM,10,,216,2016/8/3,9,68,216,17.31,1.5080472,24.5,1.308707628,26.46,103.5,32.9,72.3,6.3013896,49.4,9.115934322,89,NA,NA,108.4,0928169R16,FALSE,131825,25014729,24703240,0928169R16,66,HiSeq-2500 1TB,1x101,11237.2.197237.TTCGTAC-GGTACGA.filter-RNA.fastq.gz,RT430,24703240,22195002,21314320,83457,797225,0,0.9802,0.898465222,0.862814756,16-Dec-20_RA_2,B4,B,FALSE,FALSE,FALSE,FALSE,RT430:17:Postflowering,17
0615163R12,T0615163R12,BOCAW,Block 12,2,3,RT430,Control,Roots,Day14,RT430:Roots,RT430:02:Control:Roots,RT430_02_Control_12, Row3,FALSE,6/15/16,Grady Pierroz,11:22 AM,20,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,1.5,10,18.1,0615163R12,FALSE,131654,21170928,20648455,0615163R12,67,HiSeq-2500 1TB,1x101,11193.4.195671.TACCAAC-GGTTGGT.filter-RNA.fastq.gz,RT430,20648455,19980399,19256760,69886,653753,0,0.9783,0.967646199,0.932600526,16-Dec-12_RA_1,E1,E,FALSE,FALSE,FALSE,FALSE,RT430:02:Control,2
0615163R20,T0615163R20,BOCGX,Block 20,2,2,RT430,Control,Roots,Day14,RT430:Roots,RT430:02:Control:Roots,RT430_02_Control_20, Row3,FALSE,6/15/16,Grady Pierroz,12:16 PM,20,,216,2016/8/3,9,68,216,23.64,2.0595168,21.04,1.869189041,34.73,102,90.3,198.6,17.3015964,63.5,18.03423729,94.5,1.1,8.7,13.6,0615163R20,FALSE,131677,22389465,22303866,0615163R20,67,HiSeq-2500 1TB,1x101,11250.4.197787.TGGATCA-GTGATCC.filter-RNA.fastq.gz,RT430,34979082,33833777,32544114,140335,1149328,0,0.9785,0.967257431,0.930387882,16-Dec-12_RA_1,E1,E,FALSE,FALSE,FALSE,FALSE,RT430:02:Control,2
0615163R01,T0615163R01,BOPGB,Block 01,2,1,RT430,Control,Roots,Day14,RT430:Roots,RT430:02:Control:Roots,RT430_02_Control_1, Row3,FALSE,6/15/16,Grady Pierroz,10:18 AM,20,,216,2016/8/3,9,68,216,12.1,1.054152,26.06,0.895908033,35.72,87.5,88.5,194.7,16.962264,67.9,15.54757476,86,1.5,9.7,16.5,0615163R01,FALSE,131746,22234759,22202673,0615163R01,67,HiSeq-2500 1TB,1x101,11228.3.196763.GGATACC-TGGTATC.filter-RNA.fastq.gz,RT430,22202673,21526203,20782688,76160,667355,0,0.9794,0.969532047,0.936044412,16-Dec-20_RA_1,C1,C,FALSE,FALSE,FALSE,FALSE,RT430:02:Control,2
0622162R12,T0622162R12,BOCBH,Block 12,3,3,RT430,Control,Roots,Day21,RT430:Roots,RT430:03:Control:Roots,RT430_03_Control_12, Row2,FALSE,6/22/16,Raney,12:20 PM,15,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,NA,NA,23.8,0622162R12,FALSE,131658,20098775,19873567,0622162R12,68,HiSeq-2500 1TB,1x101,11193.8.195707.ACGGAAC-TGTTCCG.filter-RNA.fastq.gz,RT430,19873567,19215504,18520685,68254,626565,0,0.981,0.966887525,0.931925557,16-Dec-12_RA_1,F2,F,FALSE,FALSE,FALSE,FALSE,RT430:03:Control,3
0622162R20,T0622162R20,BOCHN,Block 20,3,2,RT430,Control,Roots,Day21,RT430:Roots,RT430:03:Control:Roots,RT430_03_Control_20, Row2,FALSE,6/22/16,XXX,10:52 AM,15,,216,2016/8/3,9,68,216,23.64,2.0595168,21.04,1.869189041,34.73,102,90.3,198.6,17.3015964,63.5,18.03423729,94.5,NA,NA,25,0622162R20,FALSE,131681,20793536,20568154,0622162R20,68,HiSeq-2500 1TB,1x101,11193.2.195651.CACTGAC-TGTCAGT.filter-RNA.fastq.gz,RT430,20568154,19819602,19115437,69518,634647,0,0.9807,0.963606262,0.92937057,16-Dec-12_RA_1,F2,F,FALSE,FALSE,FALSE,FALSE,RT430:03:Control,3
0622162R01,T0622162R01,BOPGN,Block 01,3,1,RT430,Control,Roots,Day21,RT430:Roots,RT430:03:Control:Roots,RT430_03_Control_1, Row2,FALSE,6/22/16,Raney,10:19 AM,15,,216,2016/8/3,9,68,216,12.1,1.054152,26.06,0.895908033,35.72,87.5,88.5,194.7,16.962264,67.9,15.54757476,86,NA,NA,25.1,0622162R01,FALSE,131748,24450300,24417147,0622162R01,68,HiSeq-2500 1TB,1x101,11228.2.196754.GCCATAA-GTTATGG.filter-RNA.fastq.gz,RT430,24417147,23595192,22725101,77800,792291,0,0.9792,0.966336976,0.930702551,16-Dec-20_RA_1,G1,G,FALSE,FALSE,FALSE,FALSE,RT430:03:Control,3
0629164R12,T0629164R12,BOCBX,Block 12,4,3,RT430,Control,Roots,Day28,RT430:Roots,RT430:04:Control:Roots,RT430_04_Control_12,Row4,FALSE,6/29/16,Dan/Heidi/Hannah,11:04 AM,15,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,34.7,239.73,33.1,0629164R12,FALSE,131662,20667513,20588490,0629164R12,69,HiSeq-2500 1TB,1x101,11193.2.195651.CGCTTAA-GTTAAGC.filter-RNA.fastq.gz,RT430,20588490,19234419,18569882,75454,589083,0,0.9808,0.934231651,0.901954539,16-Dec-12_RA_1,F3,F,FALSE,FALSE,FALSE,FALSE,RT430:04:Control,4
0629164R20,T0629164R20,BOCHY,Block 20,4,2,RT430,Control,Roots,Day28,RT430:Roots,RT430:04:Control:Roots,RT430_04_Control_20,Row4,FALSE,6/29/16,Dan/Heidi/Hannah,12:13 PM,10,,216,2016/8/3,9,68,216,23.64,2.0595168,21.04,1.869189041,34.73,102,90.3,198.6,17.3015964,63.5,18.03423729,94.5,23.2,151.88,37.3,0629164R20,FALSE,131685,17649797,17588112,0629164R20,69,HiSeq-2500 1TB,1x101,11193.3.195661.AAGAGCC-TGGCTCT.filter-RNA.fastq.gz,RT430,17588112,16697435,16045267,63098,589070,0,0.9793,0.949359147,0.912279101,16-Dec-12_RA_1,F3,F,FALSE,FALSE,FALSE,FALSE,RT430:04:Control,4
0629164R01,T0629164R01,BOPGY,Block 01,4,1,RT430,Control,Roots,Day28,RT430:Roots,RT430:04:Control:Roots,RT430_04_Control_1,Row4,FALSE,6/29/16,Mala,10:10 AM,10,,216,2016/8/3,9,68,216,12.1,1.054152,26.06,0.895908033,35.72,87.5,88.5,194.7,16.962264,67.9,15.54757476,86,29.6,192.65,36.3,0629164R01,FALSE,131752,19270914,19052930,0629164R01,69,HiSeq-2500 1TB,1x101,11238.5.197192.CATACCA-GTGGTAT.filter-RNA.fastq.gz,RT430,19052930,18298220,17656885,62909,578426,0,0.9803,0.96038877,0.926728068,16-Dec-20_RA_1,H2,H,FALSE,FALSE,FALSE,FALSE,RT430:04:Control,4
0706165R01,T0706165R01,BZNNS,Block 01,5,1,RT430,Control,Roots,Day35,RT430:Roots,RT430:05:Control:Roots,RT430_05_Control_1,Row5,FALSE,2007/6/16,Jess,9:58AM,10,,216,2016/8/3,9,68,216,12.1,1.054152,26.06,0.895908033,35.72,87.5,88.5,194.7,16.962264,67.9,15.54757476,86,NA,NA,51.8,0706165R01,FALSE,155862,26858282,26426118,0706165R01,70,HiSeq-2500 1TB,1x101,11887.6.224832.CTGACAC-TGTGTCA.filter-RNA.fastq.gz,RT430,26426118,24817418,23946328,100172,770918,0,0.9815,0.939124619,0.906161397,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,RT430:05:Control,5
0706165R20,T0706165R20,BZNNW,Block 20,5,2,RT430,Control,Roots,Day35,RT430:Roots,RT430:05:Control:Roots,RT430_05_Control_20,Row5,FALSE,2007/6/16,Ashwin,12:01PM,10,,216,2016/8/3,9,68,216,23.64,2.0595168,21.04,1.869189041,34.73,102,90.3,198.6,17.3015964,63.5,18.03423729,94.5,NA,NA,58.3,0706165R20,FALSE,155865,46336280,46178688,0706165R20,70,HiSeq-2000 1TB,2x151,11944.1.229755.TCGCTGT-AACAGCG.filter-RNA.fastq.gz,RT430,23089344,21656593,20671960,205296,779337,0,0.9812,0.937947522,0.895303045,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,RT430:05:Control,5
0706165R12,T0706165R12,BOCCN,Block 12,5,3,RT430,Control,Roots,Day35,RT430:Roots,RT430:05:Control:Roots,RT430_05_Control_12,Row5,FALSE,2007/6/16,Ashwin,10:52 AM,10,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,NA,NA,54.5,0706165R12,FALSE,131666,13226186,13093707,0706165R12,70,HiSeq-2500 1TB,1x101,11198.1.195842.ATTGAGC-GGCTCAA.filter-RNA.fastq.gz,RT430,36322780,34059890,32804550,168932,1086408,0,0.9807,0.937700528,0.903139848,16-Dec-12_RA_1,F4,F,FALSE,FALSE,FALSE,FALSE,RT430:05:Control,5
0713166R12,T0713166R12,BOCCY,Block 12,6,3,RT430,Control,Roots,Day42,RT430:Roots,RT430:06:Control:Roots,RT430_06_Control_12,Row6,FALSE,7/13/16,Julie P/Mala/Jessie,10:54 AM,10,,216,2016/8/3,9,68,216,22.36,1.9480032,21.57,1.756113689,35.03,107.5,101.7,223.8,19.4965848,73.7,14.63768619,91.5,152.2,975.8,76,0713166R12,FALSE,131670,22612023,22546758,0713166R12,71,HiSeq-2500 1TB,1x101,11193.8.195707.AGTAGTC-GGACTAC.filter-RNA.fastq.gz,RT430,22546758,20993068,20293111,91919,608038,0,0.9815,0.931090315,0.90004563,16-Dec-12_RA_1,F5,F,FALSE,FALSE,FALSE,FALSE,RT430:06:Control,6
