,Metagenome_count,Metatrans_count,Pangenome,A. persicinum_MAG,A. persicinum3.15288,A. persicinum3.1556,A. persicinum3.1579,A. persicinum3.2854,A. persicinum3.3503,A. persicinum3.2857,A. persicinum3.2858,A. persicinum3.2859,A. persicinum3.2862
C10017,14,1,1,0,0,1,0,1,1,1,0,1,0
C10020,8,0,1,0,0,1,0,1,1,1,0,1,0
C10025,0,0,1,0,0,1,0,1,1,1,0,1,0
C10031,1,0,1,0,0,1,0,1,1,1,0,1,0
C10033,0,0,1,0,0,1,0,1,1,1,0,1,0
C10044,0,2.175,1,0,0,1,0,1,1,1,0,1,0
C10024,2,0,1,0,0,1,0,1,1,1,0,0,1
C10243,0,0,1,0,0,1,0,1,1,1,0,0,0
C9458,0,0,1,0,0,1,0,1,1,0,1,1,1
C9737,3,0,1,0,0,1,0,1,1,0,1,1,1
C9739,35,39,1,0,0,1,0,1,1,0,1,1,1
C9741,0,1,1,0,0,1,0,1,1,0,1,1,1
C9781,24,1,1,0,0,1,0,1,1,0,1,1,1
C9783,0,0,1,0,0,1,0,1,1,0,1,1,1
C9789,5,3,1,0,0,1,0,1,1,0,1,1,1
C9790,17.247,10,1,0,0,1,0,1,1,0,1,1,1
C9795,1,0,1,0,0,1,0,1,1,0,1,1,1
C9798,6,0,1,0,0,1,0,1,1,0,1,1,1
C9804,0,0,1,0,0,1,0,1,1,0,1,1,1
C9811,7,5,1,0,0,1,0,1,1,0,1,1,1
C9821,0,0,1,0,0,1,0,1,1,0,1,1,1
C9833,21,73,1,0,0,1,0,1,1,0,1,1,1
C9834,3,0,1,0,0,1,0,1,1,0,1,1,1
C9836,0.5,0,1,0,0,1,0,1,1,0,1,1,1
C9849,45,584,1,0,0,1,0,1,1,0,1,1,1
C9851,14,1,1,0,0,1,0,1,1,0,1,1,1
C9853,5,1,1,0,0,1,0,1,1,0,1,1,1
C9858,0,0,1,0,0,1,0,1,1,0,1,1,1
C9861,1,0,1,0,0,1,0,1,1,0,1,1,1
C9862,41,4,1,0,0,1,0,1,1,0,1,1,1
C9869,0,1,1,0,0,1,0,1,1,0,1,1,1
C9871,21,0,1,0,0,1,0,1,1,0,1,1,1
C9872,0,0,1,0,0,1,0,1,1,0,1,1,1
C9875,0,0,1,0,0,1,0,1,1,0,1,1,1
C9880,0,0,1,0,0,1,0,1,1,0,1,1,1
C9984,1,0,1,0,0,1,0,1,1,0,1,1,0
C9993,29,60,1,0,0,1,0,1,1,0,1,1,0
C10004,20,0,1,0,0,1,0,1,1,0,1,1,0
C9983,0,0,1,0,0,1,0,1,1,0,0,1,1
C10001,0,0,1,0,0,1,0,1,1,0,0,1,1
C10007,27,5,1,0,0,1,0,1,1,0,0,1,1
C10023,0,0,1,0,0,1,0,1,1,0,0,1,1
C10036,1155,4482,1,0,0,1,0,1,1,0,0,1,1
C10041,0,0,1,0,0,1,0,1,1,0,0,1,1
C10224,182.135,84.608,1,0,0,1,0,1,1,0,0,1,0
C10233,0,1,1,0,0,1,0,1,1,0,0,1,0
C10254,5,0,1,0,0,1,0,1,1,0,0,1,0
C10255,0,0,1,0,0,1,0,1,1,0,0,1,0
C10113,72,10,1,0,0,1,0,1,0,0,1,0,1
C10869,0,0,1,0,0,1,0,1,0,0,1,0,0
C10872,0,0,1,0,0,1,0,1,0,0,0,1,0
C10827,0,0,1,0,0,1,0,1,0,0,0,0,0
C11879,4,14.104,1,0,0,1,0,1,0,0,0,0,0
C11908,50,2,1,0,0,1,0,1,0,0,0,0,0
C11914,158,33,1,0,0,1,0,1,0,0,0,0,0
C11923,0,0,1,0,0,1,0,1,0,0,0,0,0
C11940,1,0,1,0,0,1,0,1,0,0,0,0,0
C11945,57,6,1,0,0,1,0,1,0,0,0,0,0
C11971,0,0,1,0,0,1,0,1,0,0,0,0,0
C13759,0,0,1,0,0,1,0,1,0,0,0,0,0
C13760,11,0,1,0,0,1,0,1,0,0,0,0,0
C13762,17.545,36.8,1,0,0,1,0,1,0,0,0,0,0
C9709,17.253,0,1,0,0,1,0,0,1,1,1,1,1
C9713,17,17,1,0,0,1,0,0,1,1,1,1,1
C9716,4,1,1,0,0,1,0,0,1,1,1,1,1
C9723,0,0,1,0,0,1,0,0,1,1,1,1,1
C9774,27,2,1,0,0,1,0,0,1,1,1,1,1
C9782,21,96,1,0,0,1,0,0,1,1,1,1,1
C9786,3,17,1,0,0,1,0,0,1,1,1,1,1
C9787,0,0,1,0,0,1,0,0,1,1,1,1,1
C9788,8,0,1,0,0,1,0,0,1,1,1,1,1
C9791,22,23,1,0,0,1,0,0,1,1,1,1,1
C9793,51,2,1,0,0,1,0,0,1,1,1,1,1
C9803,12,7,1,0,0,1,0,0,1,1,1,1,1
C9806,31,13,1,0,0,1,0,0,1,1,1,1,1
C9814,8,1,1,0,0,1,0,0,1,1,1,1,1
C9816,5,41,1,0,0,1,0,0,1,1,1,1,1
C9817,0,0,1,0,0,1,0,0,1,1,1,1,1
C9819,18,0,1,0,0,1,0,0,1,1,1,1,1
C9820,0,0,1,0,0,1,0,0,1,1,1,1,1
C9822,1,0,1,0,0,1,0,0,1,1,1,1,1
C9825,0,0,1,0,0,1,0,0,1,1,1,1,1
C9835,0,0,1,0,0,1,0,0,1,1,1,1,1
C9838,19,15,1,0,0,1,0,0,1,1,1,1,1
C9839,25,8,1,0,0,1,0,0,1,1,1,1,1
C9841,15,33,1,0,0,1,0,0,1,1,1,1,1
C9842,15,4,1,0,0,1,0,0,1,1,1,1,1
C9844,34,1,1,0,0,1,0,0,1,1,1,1,1
C9850,57,6,1,0,0,1,0,0,1,1,1,1,1
C9860,0,0,1,0,0,1,0,0,1,1,1,1,1
C9865,64.745,56.965,1,0,0,1,0,0,1,1,1,1,1
C9873,25,16,1,0,0,1,0,0,1,1,1,1,1
C9985,18,6,1,0,0,1,0,0,1,1,1,1,0
C9996,34,11,1,0,0,1,0,0,1,1,1,1,0
C9998,30,2,1,0,0,1,0,0,1,1,1,1,0
C9989,39.352,13,1,0,0,1,0,0,1,1,0,1,1
C9994,15,16,1,0,0,1,0,0,1,1,0,1,1
C9997,1,16,1,0,0,1,0,0,1,1,0,1,1
C10002,23,33,1,0,0,1,0,0,1,1,0,1,1
C10029,0,0,1,0,0,1,0,0,1,1,0,1,1
C10047,27,8,1,0,0,1,0,0,1,1,0,1,1
C10225,8,1,1,0,0,1,0,0,1,1,0,1,0
C10227,9,1,1,0,0,1,0,0,1,1,0,1,0
C10232,53,3,1,0,0,1,0,0,1,1,0,1,0
C10257,0,0,1,0,0,1,0,0,1,1,0,1,0
C10263,1.103,12.202,1,0,0,1,0,0,1,1,0,1,0
C9982,8,1,1,0,0,1,0,0,1,0,1,1,1
C9988,36,48,1,0,0,1,0,0,1,0,1,1,1
C9995,25,0,1,0,0,1,0,0,1,0,1,1,1
C10003,63,173,1,0,0,1,0,0,1,0,1,1,1
C10009,3,0,1,0,0,1,0,0,1,0,1,1,1
C10012,0,0,1,0,0,1,0,0,1,0,1,1,1
C10013,19,18,1,0,0,1,0,0,1,0,1,1,1
C10014,2,5,1,0,0,1,0,0,1,0,1,1,1
C10015,18,5,1,0,0,1,0,0,1,0,1,1,1
C10016,57.169,35.962,1,0,0,1,0,0,1,0,1,1,1
C10018,53,0,1,0,0,1,0,0,1,0,1,1,1
C10019,17,7,1,0,0,1,0,0,1,0,1,1,1
C10021,59,21,1,0,0,1,0,0,1,0,1,1,1
C10022,6,0,1,0,0,1,0,0,1,0,1,1,1
C10027,0,0,1,0,0,1,0,0,1,0,1,1,1
C10032,0,0,1,0,0,1,0,0,1,0,1,1,1
C10034,2,0,1,0,0,1,0,0,1,0,1,1,1
C10035,5,46,1,0,0,1,0,0,1,0,1,1,1
C10037,29,978,1,0,0,1,0,0,1,0,1,1,1
C10038,20,1,1,0,0,1,0,0,1,0,1,1,1
C10040,19,1,1,0,0,1,0,0,1,0,1,1,1
C10042,11,49,1,0,0,1,0,0,1,0,1,1,1
C10043,1,3,1,0,0,1,0,0,1,0,1,1,1
C10045,5.277,4.761,1,0,0,1,0,0,1,0,1,1,1
C10048,14,0,1,0,0,1,0,0,1,0,1,1,1
C10222,29,0,1,0,0,1,0,0,1,0,1,1,0
C10223,28,1,1,0,0,1,0,0,1,0,1,1,0
C10230,0,0,1,0,0,1,0,0,1,0,1,1,0
C10231,10,0,1,0,0,1,0,0,1,0,1,1,0
C10238,16,11,1,0,0,1,0,0,1,0,1,1,0
C10239,17,3,1,0,0,1,0,0,1,0,1,1,0
C10244,1,0,1,0,0,1,0,0,1,0,1,1,0
C10248,11,0,1,0,0,1,0,0,1,0,1,1,0
C10249,0,0,1,0,0,1,0,0,1,0,1,1,0
C10250,0,0,1,0,0,1,0,0,1,0,1,1,0
C10253,28.364,45,1,0,0,1,0,0,1,0,1,1,0
C10259,16,0,1,0,0,1,0,0,1,0,1,1,0
C10264,4,0,1,0,0,1,0,0,1,0,1,1,0
C10265,0,0,1,0,0,1,0,0,1,0,1,1,0
C10226,0,0,1,0,0,1,0,0,1,0,0,1,1
C10228,6,0,1,0,0,1,0,0,1,0,0,1,1
C10229,8,0,1,0,0,1,0,0,1,0,0,1,1
C10234,31,9,1,0,0,1,0,0,1,0,0,1,1
C10235,28,0,1,0,0,1,0,0,1,0,0,1,1
C10236,18,7,1,0,0,1,0,0,1,0,0,1,1
C10242,2,0,1,0,0,1,0,0,1,0,0,1,1
C10251,41,5,1,0,0,1,0,0,1,0,0,1,1
C10256,5,0,1,0,0,1,0,0,1,0,0,1,1
C10260,2,3,1,0,0,1,0,0,1,0,0,1,1
C10262,295.961,1184.956,1,0,0,1,0,0,1,0,0,1,1
C10464,29,13,1,0,0,1,0,0,1,0,0,1,0
C10737,0,0,1,0,0,1,0,0,1,0,0,1,0
C10738,10,0,1,0,0,1,0,0,1,0,0,1,0
C10739,24,5,1,0,0,1,0,0,1,0,0,1,0
C10740,0,0,1,0,0,1,0,0,1,0,0,1,0
C10741,0,0,1,0,0,1,0,0,1,0,0,1,0
C10743,0,0,1,0,0,1,0,0,1,0,0,1,0
C10744,18,3,1,0,0,1,0,0,1,0,0,1,0
C10745,2,0,1,0,0,1,0,0,1,0,0,1,0
C10746,0,0,1,0,0,1,0,0,1,0,0,1,0
C10747,42,168,1,0,0,1,0,0,1,0,0,1,0
C10748,4,1,1,0,0,1,0,0,1,0,0,1,0
C10749,4.745,127.537,1,0,0,1,0,0,1,0,0,1,0
C10750,41,0,1,0,0,1,0,0,1,0,0,1,0
C10751,0,0,1,0,0,1,0,0,1,0,0,1,0
C10752,21,20,1,0,0,1,0,0,1,0,0,1,0
C10753,4,1,1,0,0,1,0,0,1,0,0,1,0
C10754,0,0,1,0,0,1,0,0,1,0,0,1,0
C10755,1,0,1,0,0,1,0,0,1,0,0,1,0
C10757,0,0,1,0,0,1,0,0,1,0,0,1,0
C10758,0,0,1,0,0,1,0,0,1,0,0,1,0
C10759,0,0,1,0,0,1,0,0,1,0,0,1,0
C10760,1638,416,1,0,0,1,0,0,1,0,0,1,0
C10761,0,0,1,0,0,1,0,0,1,0,0,1,0
C10762,0,0,1,0,0,1,0,0,1,0,0,1,0
C10763,2,0,1,0,0,1,0,0,1,0,0,1,0
C10764,0,0,1,0,0,1,0,0,1,0,0,1,0
C10765,5,0,1,0,0,1,0,0,1,0,0,1,0
C10766,3,0,1,0,0,1,0,0,1,0,0,1,0
C10767,0,0,1,0,0,1,0,0,1,0,0,1,0
C10768,4,0,1,0,0,1,0,0,1,0,0,1,0
C10769,0,0,1,0,0,1,0,0,1,0,0,1,0
C10770,68,7,1,0,0,1,0,0,1,0,0,1,0
C10771,2,0,1,0,0,1,0,0,1,0,0,1,0
C10772,7,14,1,0,0,1,0,0,1,0,0,1,0
C10773,0,0,1,0,0,1,0,0,1,0,0,1,0
C10774,5,5,1,0,0,1,0,0,1,0,0,1,0
C10775,1,0,1,0,0,1,0,0,1,0,0,1,0
C10776,2,1,1,0,0,1,0,0,1,0,0,1,0
C10777,1,0,1,0,0,1,0,0,1,0,0,1,0
C10778,3,0,1,0,0,1,0,0,1,0,0,1,0
C10779,89.865,93.523,1,0,0,1,0,0,1,0,0,1,0
C10780,10,0,1,0,0,1,0,0,1,0,0,1,0
C10781,1,0,1,0,0,1,0,0,1,0,0,1,0
C10782,21,1,1,0,0,1,0,0,1,0,0,1,0
C10783,2,3,1,0,0,1,0,0,1,0,0,1,0
C10784,1,0,1,0,0,1,0,0,1,0,0,1,0
C10786,0.994,0,1,0,0,1,0,0,1,0,0,1,0
C10788,0,1,1,0,0,1,0,0,1,0,0,1,0
C10789,0,0,1,0,0,1,0,0,1,0,0,1,0
C10790,0,0,1,0,0,1,0,0,1,0,0,1,0
C10791,1,0,1,0,0,1,0,0,1,0,0,1,0
C10792,3,9,1,0,0,1,0,0,1,0,0,1,0
C10793,2,0,1,0,0,1,0,0,1,0,0,1,0
C10794,3,0,1,0,0,1,0,0,1,0,0,1,0
C10795,2,0,1,0,0,1,0,0,1,0,0,1,0
C10796,0,0,1,0,0,1,0,0,1,0,0,1,0
C10797,2,0,1,0,0,1,0,0,1,0,0,1,0
C10798,61,1,1,0,0,1,0,0,1,0,0,1,0
C10799,6,6.125,1,0,0,1,0,0,1,0,0,1,0
C10800,0,0,1,0,0,1,0,0,1,0,0,1,0
C10801,0,0,1,0,0,1,0,0,1,0,0,1,0
C10802,11,2,1,0,0,1,0,0,1,0,0,1,0
C10804,0,0,1,0,0,1,0,0,1,0,0,1,0
C10805,0,0,1,0,0,1,0,0,1,0,0,1,0
C10806,0,1,1,0,0,1,0,0,1,0,0,1,0
C10808,3,0,1,0,0,1,0,0,1,0,0,1,0
C10811,2,0,1,0,0,1,0,0,1,0,0,1,0
C10812,12,1,1,0,0,1,0,0,1,0,0,1,0
C10813,4,0,1,0,0,1,0,0,1,0,0,1,0
C10814,4,1,1,0,0,1,0,0,1,0,0,1,0
C10815,0,0,1,0,0,1,0,0,1,0,0,1,0
C10816,0,0,1,0,0,1,0,0,1,0,0,1,0
C10817,0,0,1,0,0,1,0,0,1,0,0,1,0
C10818,0,0,1,0,0,1,0,0,1,0,0,1,0
C10819,0,0,1,0,0,1,0,0,1,0,0,1,0
C10820,24,0,1,0,0,1,0,0,1,0,0,1,0
C10821,0,0,1,0,0,1,0,0,1,0,0,1,0
C10822,0,0,1,0,0,1,0,0,1,0,0,1,0
C10823,4,2,1,0,0,1,0,0,1,0,0,1,0
C10803,20,3,1,0,0,1,0,0,1,0,0,0,1
C10807,20,14,1,0,0,1,0,0,1,0,0,0,1
C10810,3,3,1,0,0,1,0,0,1,0,0,0,1
C11719,1,0,1,0,0,1,0,0,1,0,0,0,0
C11723,1,0,1,0,0,1,0,0,1,0,0,0,0
C13761,0,0,1,0,0,1,0,0,0,1,0,0,0
C10309,19,1,1,0,0,1,0,0,0,0,1,1,1
C12791,0,1,1,0,0,1,0,0,0,0,1,0,0
C11007,21,60,1,0,0,1,0,0,0,0,0,1,1
C14688,28,16,1,0,0,1,0,0,0,0,0,0,0
C14689,0,0,1,0,0,1,0,0,0,0,0,0,0
C14690,4.118,19.501,1,0,0,1,0,0,0,0,0,0,0
C14691,1.004,0,1,0,0,1,0,0,0,0,0,0,0
C14692,12.261,2,1,0,0,1,0,0,0,0,0,0,0
C14693,100.283,199.544,1,0,0,1,0,0,0,0,0,0,0
C14694,0,0,1,0,0,1,0,0,0,0,0,0,0
C14695,0.688,2.116,1,0,0,1,0,0,0,0,0,0,0
C14696,1.217,0,1,0,0,1,0,0,0,0,0,0,0
C14697,0,0,1,0,0,1,0,0,0,0,0,0,0
C14698,35.691,32.541,1,0,0,1,0,0,0,0,0,0,0
C14699,19,152,1,0,0,1,0,0,0,0,0,0,0
C14700,257.304,186.816,1,0,0,1,0,0,0,0,0,0,0
C14701,0,0,1,0,0,1,0,0,0,0,0,0,0
C14702,4,0,1,0,0,1,0,0,0,0,0,0,0
C14703,1.129,2.254,1,0,0,1,0,0,0,0,0,0,0
C14704,8,0,1,0,0,1,0,0,0,0,0,0,0
C14705,0,0,1,0,0,1,0,0,0,0,0,0,0
C14706,1306.992,1151.73,1,0,0,1,0,0,0,0,0,0,0
C14707,0,0,1,0,0,1,0,0,0,0,0,0,0
C14708,0,0,1,0,0,1,0,0,0,0,0,0,0
C14709,3.579,2.194,1,0,0,1,0,0,0,0,0,0,0
C14710,1,0,1,0,0,1,0,0,0,0,0,0,0
C14711,5,0,1,0,0,1,0,0,0,0,0,0,0
C14712,35.578,44.199,1,0,0,1,0,0,0,0,0,0,0
C14713,0,0,1,0,0,1,0,0,0,0,0,0,0
C14714,3,0,1,0,0,1,0,0,0,0,0,0,0
C14715,0,0,1,0,0,1,0,0,0,0,0,0,0
C14716,27,2,1,0,0,1,0,0,0,0,0,0,0
C14717,0,0,1,0,0,1,0,0,0,0,0,0,0
C14718,0,0,1,0,0,1,0,0,0,0,0,0,0
C14719,0,0,1,0,0,1,0,0,0,0,0,0,0
C14720,21.95,20.486,1,0,0,1,0,0,0,0,0,0,0
C14721,27.092,200.93,1,0,0,1,0,0,0,0,0,0,0
C9398,4.12,4,1,0,0,0,1,1,1,1,1,1,1
C9966,13,0,1,0,0,0,1,1,0,1,1,0,1
C9714,233,1,1,0,0,0,1,1,0,1,1,0,0
C9771,3,1,1,0,0,0,1,1,0,1,1,0,0
C9883,22,4,1,0,0,0,1,1,0,1,1,0,0
C9954,0,0,1,0,0,0,1,1,0,1,1,0,0
C9962,0,0,1,0,0,0,1,1,0,1,1,0,0
C9964,2,0,1,0,0,0,1,1,0,1,1,0,0
C9967,0,0,1,0,0,0,1,1,0,1,1,0,0
C9971,8,0,1,0,0,0,1,1,0,1,1,0,0
C10051,0,0,1,0,0,0,1,1,0,1,1,0,0
C10174,0,0,1,0,0,0,1,1,0,1,1,0,0
C10189,2,1,1,0,0,0,1,1,0,1,1,0,0
C10211,0,0,1,0,0,0,1,1,0,1,1,0,0
C10268,0,0,1,0,0,0,1,1,0,1,1,0,0
C10181,32,37,1,0,0,0,1,1,0,1,0,0,1
C10187,51,0,1,0,0,0,1,1,0,1,0,0,0
C10652,22.045,6.923,1,0,0,0,1,1,0,1,0,0,0
C10703,0,0,1,0,0,0,1,1,0,1,0,0,0
C10722,1,0,1,0,0,0,1,1,0,1,0,0,0
C10727,0,0,1,0,0,0,1,1,0,1,0,0,0
C10838,6,0,1,0,0,0,1,1,0,1,0,0,0
C10859,1,0,1,0,0,0,1,1,0,1,0,0,0
C10645,7,0,1,0,0,0,1,1,0,0,1,0,0
C5063,104,4,1,0,0,0,1,1,0,0,0,0,0
C10554,0,0,1,0,0,0,1,1,0,0,0,0,0
C10567,0,0,1,0,0,0,1,1,0,0,0,0,0
C11597,0,0,1,0,0,0,1,1,0,0,0,0,0
C11599,17,1,1,0,0,0,1,1,0,0,0,0,0
C11627,0,0,1,0,0,0,1,1,0,0,0,0,0
C11628,0,0,1,0,0,0,1,1,0,0,0,0,0
C11652,0,0,1,0,0,0,1,1,0,0,0,0,0
C11704,0,0,1,0,0,0,1,1,0,0,0,0,0
C9408,35,24,1,0,0,0,1,0,0,1,1,1,0
C9772,0,0,1,0,0,0,1,0,0,1,1,1,0
C9976,0,0,1,0,0,0,1,0,0,1,1,1,0
C10053,51,4,1,0,0,0,1,0,0,1,1,1,0
C10188,0,1,1,0,0,0,1,0,0,1,1,1,0
C10194,6,15,1,0,0,0,1,0,0,1,1,1,0
C10196,0,0,1,0,0,0,1,0,0,1,1,1,0
C10203,0,0,1,0,0,0,1,0,0,1,1,1,0
C10204,3,0,1,0,0,0,1,0,0,1,1,1,0
C10207,0,0,1,0,0,0,1,0,0,1,1,1,0
C10212,1,0,1,0,0,0,1,0,0,1,1,1,0
C699,0,0,1,0,0,0,1,0,0,1,1,0,0
C9764,11,0,1,0,0,0,1,0,0,1,1,0,0
C9766,0,0,1,0,0,0,1,0,0,1,1,0,0
C9769,0,0,1,0,0,0,1,0,0,1,1,0,0
C9773,0,0,1,0,0,0,1,0,0,1,1,0,0
C9952,8,0,1,0,0,0,1,0,0,1,1,0,0
C9961,2,0,1,0,0,0,1,0,0,1,1,0,0
C9965,0,0,1,0,0,0,1,0,0,1,1,0,0
C9970,0,0,1,0,0,0,1,0,0,1,1,0,0
C9973,24,0,1,0,0,0,1,0,0,1,1,0,0
C10146,0,0,1,0,0,0,1,0,0,1,1,0,0
C10150,0,0,1,0,0,0,1,0,0,1,1,0,0
C10156,65,0,1,0,0,0,1,0,0,1,1,0,0
C10159,0,0,1,0,0,0,1,0,0,1,1,0,0
C10160,12,0,1,0,0,0,1,0,0,1,1,0,0
C10166,2,0,1,0,0,0,1,0,0,1,1,0,0
C10168,0,0,1,0,0,0,1,0,0,1,1,0,0
C10169,87,2,1,0,0,0,1,0,0,1,1,0,0
C10171,0,0,1,0,0,0,1,0,0,1,1,0,0
C10172,0,0,1,0,0,0,1,0,0,1,1,0,0
C10173,0,0,1,0,0,0,1,0,0,1,1,0,0
C10175,14,0,1,0,0,0,1,0,0,1,1,0,0
C10176,180,6,1,0,0,0,1,0,0,1,1,0,0
C10178,7,0,1,0,0,0,1,0,0,1,1,0,0
C10180,11,3,1,0,0,0,1,0,0,1,1,0,0
C10182,0,0,1,0,0,0,1,0,0,1,1,0,0
C10183,1,0,1,0,0,0,1,0,0,1,1,0,0
C10184,0,0,1,0,0,0,1,0,0,1,1,0,0
C10185,0,0,1,0,0,0,1,0,0,1,1,0,0
C10186,0,0,1,0,0,0,1,0,0,1,1,0,0
C10190,2,0,1,0,0,0,1,0,0,1,1,0,0
C10192,39,2,1,0,0,0,1,0,0,1,1,0,0
C10193,0,0,1,0,0,0,1,0,0,1,1,0,0
C10195,0,0,1,0,0,0,1,0,0,1,1,0,0
C10197,2,0,1,0,0,0,1,0,0,1,1,0,0
C10198,2,0,1,0,0,0,1,0,0,1,1,0,0
C10199,0,0,1,0,0,0,1,0,0,1,1,0,0
C10200,2,0,1,0,0,0,1,0,0,1,1,0,0
C10201,13,0,1,0,0,0,1,0,0,1,1,0,0
C10202,5,5,1,0,0,0,1,0,0,1,1,0,0
C10206,2,0,1,0,0,0,1,0,0,1,1,0,0
C10208,0,0,1,0,0,0,1,0,0,1,1,0,0
C10210,0,0,1,0,0,0,1,0,0,1,1,0,0
C10213,1,0,1,0,0,0,1,0,0,1,1,0,0
C10214,0,0,1,0,0,0,1,0,0,1,1,0,0
C10215,1,0,1,0,0,0,1,0,0,1,1,0,0
C10216,0,0,1,0,0,0,1,0,0,1,1,0,0
C10219,0,0,1,0,0,0,1,0,0,1,1,0,0
C10220,4,0,1,0,0,0,1,0,0,1,1,0,0
C10221,4,3,1,0,0,0,1,0,0,1,1,0,0
C10267,1,0,1,0,0,0,1,0,0,1,1,0,0
C10269,2,0,1,0,0,0,1,0,0,1,1,0,0
C10270,0,0,1,0,0,0,1,0,0,1,1,0,0
C10271,73,10,1,0,0,0,1,0,0,1,1,0,0
C10272,11,0,1,0,0,0,1,0,0,1,1,0,0
C10273,1,0,1,0,0,0,1,0,0,1,1,0,0
C10274,1,0,1,0,0,0,1,0,0,1,1,0,0
C10275,15,2,1,0,0,0,1,0,0,1,1,0,0
C10276,0,0,1,0,0,0,1,0,0,1,1,0,0
C10277,0,1,1,0,0,0,1,0,0,1,1,0,0
C10278,6,0,1,0,0,0,1,0,0,1,1,0,0
C10279,0,0,1,0,0,0,1,0,0,1,1,0,0
C10372,398,15,1,0,0,0,1,0,0,1,1,0,0
C10441,78,1,1,0,0,0,1,0,0,1,1,0,0
C10462,1263,20,1,0,0,0,1,0,0,1,1,0,0
C10589,2,0,1,0,0,0,1,0,0,1,1,0,0
C10590,0,0,1,0,0,0,1,0,0,1,1,0,0
C10591,0,0,1,0,0,0,1,0,0,1,1,0,0
C10592,466.207,14.372,1,0,0,0,1,0,0,1,1,0,0
C10593,115,17,1,0,0,0,1,0,0,1,1,0,0
C10595,5,0,1,0,0,0,1,0,0,1,1,0,0
C10596,0,0,1,0,0,0,1,0,0,1,1,0,0
C10597,11,0,1,0,0,0,1,0,0,1,1,0,0
C10598,0,0,1,0,0,0,1,0,0,1,1,0,0
C10599,9,15,1,0,0,0,1,0,0,1,1,0,0
C10600,0,0,1,0,0,0,1,0,0,1,1,0,0
C10601,5,1,1,0,0,0,1,0,0,1,1,0,0
C10602,0,0,1,0,0,0,1,0,0,1,1,0,0
C10603,0,0,1,0,0,0,1,0,0,1,1,0,0
C10605,0,0,1,0,0,0,1,0,0,1,1,0,0
C10606,1,0,1,0,0,0,1,0,0,1,1,0,0
C10607,5,0,1,0,0,0,1,0,0,1,1,0,0
C10609,0,0,1,0,0,0,1,0,0,1,1,0,0
C10611,0,0,1,0,0,0,1,0,0,1,1,0,0
C10613,0,0,1,0,0,0,1,0,0,1,1,0,0
C10614,58,2,1,0,0,0,1,0,0,1,1,0,0
C10615,21,2,1,0,0,0,1,0,0,1,1,0,0
C10616,8,0,1,0,0,0,1,0,0,1,1,0,0
C10617,0,0,1,0,0,0,1,0,0,1,1,0,0
C10618,0,0,1,0,0,0,1,0,0,1,1,0,0
C10619,3,1,1,0,0,0,1,0,0,1,1,0,0
C10620,6,0,1,0,0,0,1,0,0,1,1,0,0
C10621,6,0,1,0,0,0,1,0,0,1,1,0,0
C10622,2,0,1,0,0,0,1,0,0,1,1,0,0
C10623,0,0,1,0,0,0,1,0,0,1,1,0,0
C10624,1,2,1,0,0,0,1,0,0,1,1,0,0
C10625,0,0,1,0,0,0,1,0,0,1,1,0,0
C10626,0,0,1,0,0,0,1,0,0,1,1,0,0
C10628,64,1,1,0,0,0,1,0,0,1,1,0,0
C10629,0,0,1,0,0,0,1,0,0,1,1,0,0
C10630,51,0,1,0,0,0,1,0,0,1,1,0,0
C10631,0,0,1,0,0,0,1,0,0,1,1,0,0
C10634,6,0,1,0,0,0,1,0,0,1,1,0,0
C10636,0,0,1,0,0,0,1,0,0,1,1,0,0
C10637,0,0,1,0,0,0,1,0,0,1,1,0,0
C10638,0,0,1,0,0,0,1,0,0,1,1,0,0
C10639,0,0,1,0,0,0,1,0,0,1,1,0,0
C10640,0,0,1,0,0,0,1,0,0,1,1,0,0
C10641,31,1,1,0,0,0,1,0,0,1,1,0,0
C10642,0,0,1,0,0,0,1,0,0,1,1,0,0
C10643,12,0,1,0,0,0,1,0,0,1,1,0,0
C10644,90,1,1,0,0,0,1,0,0,1,1,0,0
C10646,0,0,1,0,0,0,1,0,0,1,1,0,0
C10647,7,3,1,0,0,0,1,0,0,1,1,0,0
C10649,0,0,1,0,0,0,1,0,0,1,1,0,0
C10653,13,2,1,0,0,0,1,0,0,1,1,0,0
C10654,0,0,1,0,0,0,1,0,0,1,1,0,0
C10655,5,0,1,0,0,0,1,0,0,1,1,0,0
C10656,0,0,1,0,0,0,1,0,0,1,1,0,0
C10657,21,0,1,0,0,0,1,0,0,1,1,0,0
C10658,0,0,1,0,0,0,1,0,0,1,1,0,0
C10659,0,0,1,0,0,0,1,0,0,1,1,0,0
C10660,28,7,1,0,0,0,1,0,0,1,1,0,0
C10662,4,0,1,0,0,0,1,0,0,1,1,0,0
C10663,0,0,1,0,0,0,1,0,0,1,1,0,0
C10664,1,1,1,0,0,0,1,0,0,1,1,0,0
C10665,0,0,1,0,0,0,1,0,0,1,1,0,0
C10668,0,0,1,0,0,0,1,0,0,1,1,0,0
C10669,0,0,1,0,0,0,1,0,0,1,1,0,0
C10670,0,0,1,0,0,0,1,0,0,1,1,0,0
C10671,1,0,1,0,0,0,1,0,0,1,1,0,0
C10672,0,0,1,0,0,0,1,0,0,1,1,0,0
C10673,1,0,1,0,0,0,1,0,0,1,1,0,0
C10674,5,2,1,0,0,0,1,0,0,1,1,0,0
C10676,0,0,1,0,0,0,1,0,0,1,1,0,0
