,Metagenome_count,Metatrans_count,Pangenome,A. persicinum_MAG,A. persicinum3.15288,A. persicinum3.1556,A. persicinum3.1579,A. persicinum3.2854,A. persicinum3.3503,A. persicinum3.2857,A. persicinum3.2858,A. persicinum3.2859,A. persicinum3.2862
C19792,0,127.378,1,0,0,0,0,1,0,0,0,0,0
C19793,0,0,1,0,0,0,0,1,0,0,0,0,0
C19794,0,2,1,0,0,0,0,1,0,0,0,0,0
C19795,4,2,1,0,0,0,0,1,0,0,0,0,0
C19796,0,0,1,0,0,0,0,1,0,0,0,0,0
C19797,4.227,3.808,1,0,0,0,0,1,0,0,0,0,0
C19798,0,0,1,0,0,0,0,1,0,0,0,0,0
C19799,8,41,1,0,0,0,0,1,0,0,0,0,0
C19800,1,9.198,1,0,0,0,0,1,0,0,0,0,0
C19801,29,3,1,0,0,0,0,1,0,0,0,0,0
C19802,1,2.6,1,0,0,0,0,1,0,0,0,0,0
C19803,486.527,1548.933,1,0,0,0,0,1,0,0,0,0,0
C19804,11,29,1,0,0,0,0,1,0,0,0,0,0
C19805,0,0,1,0,0,0,0,1,0,0,0,0,0
C19806,63,60,1,0,0,0,0,1,0,0,0,0,0
C19807,18,14,1,0,0,0,0,1,0,0,0,0,0
C19808,0,0,1,0,0,0,0,1,0,0,0,0,0
C19809,0,0,1,0,0,0,0,1,0,0,0,0,0
C19810,2.824,14.438,1,0,0,0,0,1,0,0,0,0,0
C19811,0,0,1,0,0,0,0,1,0,0,0,0,0
C19812,15,0,1,0,0,0,0,1,0,0,0,0,0
C19813,0,4.762,1,0,0,0,0,1,0,0,0,0,0
C19814,0,0,1,0,0,0,0,1,0,0,0,0,0
C19815,15,40,1,0,0,0,0,1,0,0,0,0,0
C19816,20.28,46.819,1,0,0,0,0,1,0,0,0,0,0
C19817,7,2,1,0,0,0,0,1,0,0,0,0,0
C19818,1,0.003,1,0,0,0,0,1,0,0,0,0,0
C19819,32,93,1,0,0,0,0,1,0,0,0,0,0
C19820,61,49,1,0,0,0,0,1,0,0,0,0,0
C19821,0,0,1,0,0,0,0,1,0,0,0,0,0
C19822,9.192,1,1,0,0,0,0,1,0,0,0,0,0
C19823,52,24,1,0,0,0,0,1,0,0,0,0,0
C19824,20,5,1,0,0,0,0,1,0,0,0,0,0
C19825,0.072,0,1,0,0,0,0,1,0,0,0,0,0
C19826,0,0,1,0,0,0,0,1,0,0,0,0,0
C19827,0,0,1,0,0,0,0,1,0,0,0,0,0
C19828,0,9.155,1,0,0,0,0,1,0,0,0,0,0
C19829,0,0,1,0,0,0,0,1,0,0,0,0,0
C19830,0,0,1,0,0,0,0,1,0,0,0,0,0
C19831,0,0,1,0,0,0,0,1,0,0,0,0,0
C19832,0,1.035,1,0,0,0,0,1,0,0,0,0,0
C19833,1,0,1,0,0,0,0,1,0,0,0,0,0
C19834,37,18,1,0,0,0,0,1,0,0,0,0,0
C19835,0,0,1,0,0,0,0,1,0,0,0,0,0
C19836,0,0,1,0,0,0,0,1,0,0,0,0,0
C19837,2,0,1,0,0,0,0,1,0,0,0,0,0
C19838,1,1,1,0,0,0,0,1,0,0,0,0,0
C19839,5,12.247,1,0,0,0,0,1,0,0,0,0,0
C19840,6.504,0.646,1,0,0,0,0,1,0,0,0,0,0
C19841,6.145,4.19,1,0,0,0,0,1,0,0,0,0,0
C19842,12.567,4.935,1,0,0,0,0,1,0,0,0,0,0
C19843,12,1,1,0,0,0,0,1,0,0,0,0,0
C19844,25,0,1,0,0,0,0,1,0,0,0,0,0
C19845,67,35,1,0,0,0,0,1,0,0,0,0,0
C19846,0,0,1,0,0,0,0,1,0,0,0,0,0
C19847,0.532,0,1,0,0,0,0,1,0,0,0,0,0
C19848,0.433,1.203,1,0,0,0,0,1,0,0,0,0,0
C19849,0,0,1,0,0,0,0,1,0,0,0,0,0
C19850,1,0,1,0,0,0,0,1,0,0,0,0,0
C19851,0.549,1,1,0,0,0,0,1,0,0,0,0,0
C19852,54,47,1,0,0,0,0,1,0,0,0,0,0
C19853,0,0,1,0,0,0,0,1,0,0,0,0,0
C19854,2,0,1,0,0,0,0,1,0,0,0,0,0
C19855,0,0,1,0,0,0,0,1,0,0,0,0,0
C19856,2,6,1,0,0,0,0,1,0,0,0,0,0
C19857,0,0,1,0,0,0,0,1,0,0,0,0,0
C19858,0,0,1,0,0,0,0,1,0,0,0,0,0
C19859,1.915,2.698,1,0,0,0,0,1,0,0,0,0,0
C19860,0,5.156,1,0,0,0,0,1,0,0,0,0,0
C19861,6.317,135.921,1,0,0,0,0,1,0,0,0,0,0
C19862,4,86.596,1,0,0,0,0,1,0,0,0,0,0
C19863,19,40,1,0,0,0,0,1,0,0,0,0,0
C19864,0,0,1,0,0,0,0,1,0,0,0,0,0
C19865,2,0,1,0,0,0,0,1,0,0,0,0,0
C19866,3,8,1,0,0,0,0,1,0,0,0,0,0
C19867,5.121,26.167,1,0,0,0,0,1,0,0,0,0,0
C19868,1,5.761,1,0,0,0,0,1,0,0,0,0,0
C19869,0,0,1,0,0,0,0,1,0,0,0,0,0
C19870,0,0,1,0,0,0,0,1,0,0,0,0,0
C19871,60,130,1,0,0,0,0,1,0,0,0,0,0
C19872,5,7,1,0,0,0,0,1,0,0,0,0,0
C19873,0,0,1,0,0,0,0,1,0,0,0,0,0
C19874,0,0,1,0,0,0,0,1,0,0,0,0,0
C19875,19,38,1,0,0,0,0,1,0,0,0,0,0
C19876,24,11,1,0,0,0,0,1,0,0,0,0,0
C19877,0,0,1,0,0,0,0,1,0,0,0,0,0
C19878,1.671,50.065,1,0,0,0,0,1,0,0,0,0,0
C19879,0,0,1,0,0,0,0,1,0,0,0,0,0
C19880,0,0,1,0,0,0,0,1,0,0,0,0,0
C19881,0,0,1,0,0,0,0,1,0,0,0,0,0
C19882,38,60,1,0,0,0,0,1,0,0,0,0,0
C19883,4,0,1,0,0,0,0,1,0,0,0,0,0
C19884,2,1,1,0,0,0,0,1,0,0,0,0,0
C19885,0.628,0,1,0,0,0,0,1,0,0,0,0,0
C19886,0,1,1,0,0,0,0,1,0,0,0,0,0
C19887,0,0,1,0,0,0,0,1,0,0,0,0,0
C19888,0,0,1,0,0,0,0,1,0,0,0,0,0
C19889,32,132,1,0,0,0,0,1,0,0,0,0,0
C19890,0,27.032,1,0,0,0,0,1,0,0,0,0,0
C19891,0,0,1,0,0,0,0,1,0,0,0,0,0
C19892,0,0,1,0,0,0,0,1,0,0,0,0,0
C19893,44,60,1,0,0,0,0,1,0,0,0,0,0
C19894,0,0,1,0,0,0,0,1,0,0,0,0,0
C19895,295.617,225.598,1,0,0,0,0,1,0,0,0,0,0
C19896,0,0,1,0,0,0,0,1,0,0,0,0,0
C19897,1.675,0,1,0,0,0,0,1,0,0,0,0,0
C19898,1,0,1,0,0,0,0,1,0,0,0,0,0
C19899,6.736,3.371,1,0,0,0,0,1,0,0,0,0,0
C19900,0,0,1,0,0,0,0,1,0,0,0,0,0
C19901,11.138,21.192,1,0,0,0,0,1,0,0,0,0,0
C19902,30,12,1,0,0,0,0,1,0,0,0,0,0
C19903,0,0,1,0,0,0,0,1,0,0,0,0,0
C19904,0.087,0,1,0,0,0,0,1,0,0,0,0,0
C19905,2,1,1,0,0,0,0,1,0,0,0,0,0
C19906,1,0.712,1,0,0,0,0,1,0,0,0,0,0
C19907,0,11.062,1,0,0,0,0,1,0,0,0,0,0
C19908,0,0,1,0,0,0,0,1,0,0,0,0,0
C19909,0,0,1,0,0,0,0,1,0,0,0,0,0
C19910,22,24,1,0,0,0,0,1,0,0,0,0,0
C19911,1.902,0,1,0,0,0,0,1,0,0,0,0,0
C19912,0,0,1,0,0,0,0,1,0,0,0,0,0
C19913,0,0,1,0,0,0,0,1,0,0,0,0,0
C19914,2,1,1,0,0,0,0,1,0,0,0,0,0
C19915,1,6,1,0,0,0,0,1,0,0,0,0,0
C19916,19,11,1,0,0,0,0,1,0,0,0,0,0
C19917,0,0.145,1,0,0,0,0,1,0,0,0,0,0
C19918,17,19,1,0,0,0,0,1,0,0,0,0,0
C19919,0,0,1,0,0,0,0,1,0,0,0,0,0
C19920,0,0,1,0,0,0,0,1,0,0,0,0,0
C19921,12,15,1,0,0,0,0,1,0,0,0,0,0
C19922,0,1,1,0,0,0,0,1,0,0,0,0,0
C19923,2,117,1,0,0,0,0,1,0,0,0,0,0
C19924,7,17,1,0,0,0,0,1,0,0,0,0,0
C19925,1,0,1,0,0,0,0,1,0,0,0,0,0
C19926,1,3,1,0,0,0,0,1,0,0,0,0,0
C19927,2,6,1,0,0,0,0,1,0,0,0,0,0
C19928,15,18,1,0,0,0,0,1,0,0,0,0,0
C19929,0,17,1,0,0,0,0,1,0,0,0,0,0
C19930,7,0,1,0,0,0,0,1,0,0,0,0,0
C19931,10,11,1,0,0,0,0,1,0,0,0,0,0
C19932,2,1,1,0,0,0,0,1,0,0,0,0,0
C19933,0,0,1,0,0,0,0,1,0,0,0,0,0
C19934,0,0,1,0,0,0,0,1,0,0,0,0,0
C19935,1,4,1,0,0,0,0,1,0,0,0,0,0
C19936,1,0,1,0,0,0,0,1,0,0,0,0,0
C19937,1,1,1,0,0,0,0,1,0,0,0,0,0
C19938,0,0,1,0,0,0,0,1,0,0,0,0,0
C19939,1.754,0,1,0,0,0,0,1,0,0,0,0,0
C19940,0,0,1,0,0,0,0,1,0,0,0,0,0
C19941,0,0,1,0,0,0,0,1,0,0,0,0,0
C19942,2,18,1,0,0,0,0,1,0,0,0,0,0
C19943,17,216,1,0,0,0,0,1,0,0,0,0,0
C19944,0,0,1,0,0,0,0,1,0,0,0,0,0
C19945,0,3,1,0,0,0,0,1,0,0,0,0,0
C19946,0,0,1,0,0,0,0,1,0,0,0,0,0
C19947,0,0,1,0,0,0,0,1,0,0,0,0,0
C19948,0,0,1,0,0,0,0,1,0,0,0,0,0
C19949,1,0,1,0,0,0,0,1,0,0,0,0,0
C19950,0,151,1,0,0,0,0,1,0,0,0,0,0
C19951,1,0,1,0,0,0,0,1,0,0,0,0,0
C19952,1,0,1,0,0,0,0,1,0,0,0,0,0
C19953,0,0,1,0,0,0,0,1,0,0,0,0,0
C19954,0,17,1,0,0,0,0,1,0,0,0,0,0
C19955,2,0,1,0,0,0,0,1,0,0,0,0,0
C19956,0,3,1,0,0,0,0,1,0,0,0,0,0
C19957,1,1,1,0,0,0,0,1,0,0,0,0,0
C19958,0,24,1,0,0,0,0,1,0,0,0,0,0
C19959,2,2,1,0,0,0,0,1,0,0,0,0,0
C19960,0,0,1,0,0,0,0,1,0,0,0,0,0
C19961,0,0,1,0,0,0,0,1,0,0,0,0,0
C19962,1,0,1,0,0,0,0,1,0,0,0,0,0
C19963,2,459.791,1,0,0,0,0,1,0,0,0,0,0
C19964,0,0,1,0,0,0,0,1,0,0,0,0,0
C19965,0,0,1,0,0,0,0,1,0,0,0,0,0
C19966,0,3,1,0,0,0,0,1,0,0,0,0,0
C19967,0,0,1,0,0,0,0,1,0,0,0,0,0
C19968,0,0,1,0,0,0,0,1,0,0,0,0,0
C19969,498,20,1,0,0,0,0,1,0,0,0,0,0
C19970,1,4,1,0,0,0,0,1,0,0,0,0,0
C19971,0,0,1,0,0,0,0,1,0,0,0,0,0
C19972,1,0,1,0,0,0,0,1,0,0,0,0,0
C19973,0,7,1,0,0,0,0,1,0,0,0,0,0
C19974,0,47,1,0,0,0,0,1,0,0,0,0,0
C19975,0,1,1,0,0,0,0,1,0,0,0,0,0
C19976,0,13,1,0,0,0,0,1,0,0,0,0,0
C19977,0,0,1,0,0,0,0,1,0,0,0,0,0
C19978,0,0,1,0,0,0,0,1,0,0,0,0,0
C19979,0,3,1,0,0,0,0,1,0,0,0,0,0
C19980,0,5,1,0,0,0,0,1,0,0,0,0,0
C19981,0,8,1,0,0,0,0,1,0,0,0,0,0
C19982,0,23,1,0,0,0,0,1,0,0,0,0,0
C19983,1,30,1,0,0,0,0,1,0,0,0,0,0
C19984,0,0,1,0,0,0,0,1,0,0,0,0,0
C19985,1,52,1,0,0,0,0,1,0,0,0,0,0
C19986,1,14,1,0,0,0,0,1,0,0,0,0,0
C19987,0,7,1,0,0,0,0,1,0,0,0,0,0
C19988,0,3,1,0,0,0,0,1,0,0,0,0,0
C19989,1,1,1,0,0,0,0,1,0,0,0,0,0
C19990,0,0,1,0,0,0,0,1,0,0,0,0,0
C19991,0,0,1,0,0,0,0,1,0,0,0,0,0
C19992,1,2,1,0,0,0,0,1,0,0,0,0,0
C19993,111.289,0.474,1,0,0,0,0,1,0,0,0,0,0
C19994,1,0,1,0,0,0,0,1,0,0,0,0,0
C19995,4.682,489.466,1,0,0,0,0,1,0,0,0,0,0
C19996,0,0,1,0,0,0,0,1,0,0,0,0,0
C19997,0,0,1,0,0,0,0,1,0,0,0,0,0
C19998,1,0,1,0,0,0,0,1,0,0,0,0,0
C19999,1,1,1,0,0,0,0,1,0,0,0,0,0
C20000,0,0,1,0,0,0,0,1,0,0,0,0,0
C20001,145,0,1,0,0,0,0,1,0,0,0,0,0
C20002,0,0,1,0,0,0,0,1,0,0,0,0,0
C20003,0,0,1,0,0,0,0,1,0,0,0,0,0
C20004,0,0,1,0,0,0,0,1,0,0,0,0,0
C20005,1,1,1,0,0,0,0,1,0,0,0,0,0
C20006,1,33,1,0,0,0,0,1,0,0,0,0,0
C20007,0,0,1,0,0,0,0,1,0,0,0,0,0
C20008,0,50,1,0,0,0,0,1,0,0,0,0,0
C20009,16,14,1,0,0,0,0,1,0,0,0,0,0
C20010,1,2,1,0,0,0,0,1,0,0,0,0,0
C20011,0,0,1,0,0,0,0,1,0,0,0,0,0
C20012,0,0,1,0,0,0,0,1,0,0,0,0,0
C20013,1,5,1,0,0,0,0,1,0,0,0,0,0
C20014,1,0,1,0,0,0,0,1,0,0,0,0,0
C20015,0,1,1,0,0,0,0,1,0,0,0,0,0
C20016,0,0,1,0,0,0,0,1,0,0,0,0,0
C20017,0,0,1,0,0,0,0,1,0,0,0,0,0
C20018,0,20,1,0,0,0,0,1,0,0,0,0,0
C20019,4.234,952.553,1,0,0,0,0,1,0,0,0,0,0
C20020,174,1,1,0,0,0,0,1,0,0,0,0,0
C20021,0,0,1,0,0,0,0,1,0,0,0,0,0
C20022,0,0,1,0,0,0,0,1,0,0,0,0,0
C20023,0,0,1,0,0,0,0,1,0,0,0,0,0
C20024,6,53,1,0,0,0,0,1,0,0,0,0,0
C20025,0,3,1,0,0,0,0,1,0,0,0,0,0
C20026,0,0,1,0,0,0,0,1,0,0,0,0,0
C20027,0,14,1,0,0,0,0,1,0,0,0,0,0
C20028,0,2,1,0,0,0,0,1,0,0,0,0,0
C20029,2,7,1,0,0,0,0,1,0,0,0,0,0
C20030,0,32,1,0,0,0,0,1,0,0,0,0,0
C20031,0,0,1,0,0,0,0,1,0,0,0,0,0
C20032,68.86,4.544,1,0,0,0,0,1,0,0,0,0,0
C20033,0,2,1,0,0,0,0,1,0,0,0,0,0
C20034,2,5,1,0,0,0,0,1,0,0,0,0,0
C20035,0,13,1,0,0,0,0,1,0,0,0,0,0
C20036,1,27,1,0,0,0,0,1,0,0,0,0,0
C20037,0,0,1,0,0,0,0,1,0,0,0,0,0
C20038,0,0,1,0,0,0,0,1,0,0,0,0,0
C20039,1,1,1,0,0,0,0,1,0,0,0,0,0
C20040,564,28,1,0,0,0,0,1,0,0,0,0,0
C20041,0,0,1,0,0,0,0,1,0,0,0,0,0
C20042,1,4,1,0,0,0,0,1,0,0,0,0,0
C20043,0,0,1,0,0,0,0,1,0,0,0,0,0
C20044,252,34,1,0,0,0,0,1,0,0,0,0,0
C20045,0,0,1,0,0,0,0,1,0,0,0,0,0
C20046,2,7,1,0,0,0,0,1,0,0,0,0,0
C20047,0,4,1,0,0,0,0,1,0,0,0,0,0
C20048,0,0,1,0,0,0,0,1,0,0,0,0,0
C20049,1,1,1,0,0,0,0,1,0,0,0,0,0
C20050,3,0,1,0,0,0,0,1,0,0,0,0,0
C20051,0,0,1,0,0,0,0,1,0,0,0,0,0
C20052,0,0,1,0,0,0,0,1,0,0,0,0,0
C20053,2,7,1,0,0,0,0,1,0,0,0,0,0
C20054,9.622,0,1,0,0,0,0,1,0,0,0,0,0
C9990,0,0,1,0,0,0,0,0,1,1,1,1,1
C10006,0,0,1,0,0,0,0,0,1,1,1,1,1
C10028,8,4,1,0,0,0,0,0,1,1,1,1,1
C10030,7,1,1,0,0,0,0,0,1,1,1,1,1
C10240,4,2,1,0,0,0,0,0,1,1,0,1,1
C10246,21,11,1,0,0,0,0,0,1,1,0,1,1
C10756,28,9,1,0,0,0,0,0,1,1,0,1,0
C10258,12,51,1,0,0,0,0,0,1,0,1,1,1
C10261,56,4,1,0,0,0,0,0,1,0,1,1,1
C10787,23,23,1,0,0,0,0,0,1,0,1,1,0
C11726,0,0,1,0,0,0,0,0,1,0,1,0,0
C11720,13,5,1,0,0,0,0,0,1,0,0,1,0
C11721,27,6,1,0,0,0,0,0,1,0,0,1,0
C11722,44,27,1,0,0,0,0,0,1,0,0,1,0
C11724,2,0,1,0,0,0,0,0,1,0,0,1,0
C11725,0,0,1,0,0,0,0,0,1,0,0,1,0
C11728,0,0,1,0,0,0,0,0,1,0,0,1,0
C11729,1,0,1,0,0,0,0,0,1,0,0,1,0
C27034,0,0,1,0,0,0,0,0,1,0,0,0,0
C27035,0,0,1,0,0,0,0,0,1,0,0,0,0
C27036,0,0,1,0,0,0,0,0,1,0,0,0,0
C27037,0,0,1,0,0,0,0,0,1,0,0,0,0
C27038,445.261,0.027,1,0,0,0,0,0,1,0,0,0,0
C27039,11.742,11.466,1,0,0,0,0,0,1,0,0,0,0
C27040,0,0,1,0,0,0,0,0,1,0,0,0,0
C27041,0,0,1,0,0,0,0,0,1,0,0,0,0
C27042,0,0,1,0,0,0,0,0,1,0,0,0,0
C27043,273.51,215.755,1,0,0,0,0,0,1,0,0,0,0
C27044,0,0,1,0,0,0,0,0,1,0,0,0,0
C27045,0,0,1,0,0,0,0,0,1,0,0,0,0
C27046,0,0,1,0,0,0,0,0,1,0,0,0,0
C27047,31,14,1,0,0,0,0,0,1,0,0,0,0
C27048,0,0,1,0,0,0,0,0,1,0,0,0,0
C27049,0,0,1,0,0,0,0,0,1,0,0,0,0
C27050,177.471,796.886,1,0,0,0,0,0,1,0,0,0,0
C27051,0,0,1,0,0,0,0,0,1,0,0,0,0
C10305,8,0,1,0,0,0,0,0,0,1,1,1,0
C10307,23,0,1,0,0,0,0,0,0,1,1,1,0
C10311,6.36,0,1,0,0,0,0,0,0,1,1,1,0
C10314,1165,86,1,0,0,0,0,0,0,1,1,1,0
C10316,24984,4971,1,0,0,0,0,0,0,1,1,1,0
C10648,333,48,1,0,0,0,0,0,0,1,1,1,0
C10736,524,8,1,0,0,0,0,0,0,1,1,1,0
C10944,42,0,1,0,0,0,0,0,0,1,1,1,0
C10945,363.482,1,1,0,0,0,0,0,0,1,1,1,0
C10950,1031,7,1,0,0,0,0,0,0,1,1,1,0
C10954,178,60,1,0,0,0,0,0,0,1,1,1,0
C10959,75.287,0,1,0,0,0,0,0,0,1,1,1,0
C10963,589,6,1,0,0,0,0,0,0,1,1,1,0
C10974,20,0,1,0,0,0,0,0,0,1,1,1,0
C10976,918,6,1,0,0,0,0,0,0,1,1,1,0
C10977,294,15,1,0,0,0,0,0,0,1,1,1,0
C10980,4178,128,1,0,0,0,0,0,0,1,1,1,0
C10981,164,0,1,0,0,0,0,0,0,1,1,1,0
C10982,1704,24,1,0,0,0,0,0,0,1,1,1,0
C10984,113,2,1,0,0,0,0,0,0,1,1,1,0
C10990,2615,86,1,0,0,0,0,0,0,1,1,1,0
C10994,8,1,1,0,0,0,0,0,0,1,1,1,0
C10996,3121,108,1,0,0,0,0,0,0,1,1,1,0
C10999,104,0,1,0,0,0,0,0,0,1,1,1,0
C10968,14,2,1,0,0,0,0,0,0,1,1,0,1
C10972,0,0,1,0,0,0,0,0,0,1,1,0,1
C10983,61,52,1,0,0,0,0,0,0,1,1,0,1
C10995,8,0,1,0,0,0,0,0,0,1,1,0,1
C10998,0,0,1,0,0,0,0,0,0,1,1,0,1
C78,0,0,1,0,0,0,0,0,0,1,1,0,0
C10057,0,0,1,0,0,0,0,0,0,1,1,0,0
C10058,40,0,1,0,0,0,0,0,0,1,1,0,0
C10303,9,0,1,0,0,0,0,0,0,1,1,0,0
C10308,42,52,1,0,0,0,0,0,0,1,1,0,0
C10312,376,3,1,0,0,0,0,0,0,1,1,0,0
C10858,19,1,1,0,0,0,0,0,0,1,1,0,0
C10938,2684.057,1880.918,1,0,0,0,0,0,0,1,1,0,0
C10940,1,0,1,0,0,0,0,0,0,1,1,0,0
C10942,21,2,1,0,0,0,0,0,0,1,1,0,0
C10956,386,39,1,0,0,0,0,0,0,1,1,0,0
C10958,194,0,1,0,0,0,0,0,0,1,1,0,0
C10960,10593,688,1,0,0,0,0,0,0,1,1,0,0
C10964,211,0,1,0,0,0,0,0,0,1,1,0,0
C10970,93,1,1,0,0,0,0,0,0,1,1,0,0
C10973,222,3,1,0,0,0,0,0,0,1,1,0,0
C10975,983,13,1,0,0,0,0,0,0,1,1,0,0
C10978,60,0,1,0,0,0,0,0,0,1,1,0,0
C10979,11,16,1,0,0,0,0,0,0,1,1,0,0
C10985,339,1,1,0,0,0,0,0,0,1,1,0,0
C10986,308.113,85.746,1,0,0,0,0,0,0,1,1,0,0
C10987,22,0,1,0,0,0,0,0,0,1,1,0,0
C10988,18.727,0,1,0,0,0,0,0,0,1,1,0,0
C10991,8147,233,1,0,0,0,0,0,0,1,1,0,0
C10997,578,30,1,0,0,0,0,0,0,1,1,0,0
C11001,549,20,1,0,0,0,0,0,0,1,1,0,0
C11066,88,1,1,0,0,0,0,0,0,1,1,0,0
C11098,733,7,1,0,0,0,0,0,0,1,1,0,0
C11121,321,1,1,0,0,0,0,0,0,1,1,0,0
C11149,42,0,1,0,0,0,0,0,0,1,1,0,0
C11198,13,0,1,0,0,0,0,0,0,1,1,0,0
C11251,43,0,1,0,0,0,0,0,0,1,1,0,0
C11315,7,0,1,0,0,0,0,0,0,1,1,0,0
C11393,135,0,1,0,0,0,0,0,0,1,1,0,0
C11424,12,0,1,0,0,0,0,0,0,1,1,0,0
C11460,243,2,1,0,0,0,0,0,0,1,1,0,0
C11500,1709,33,1,0,0,0,0,0,0,1,1,0,0
C11603,93,0,1,0,0,0,0,0,0,1,1,0,0
C11613,181,2,1,0,0,0,0,0,0,1,1,0,0
C11618,9,0,1,0,0,0,0,0,0,1,1,0,0
C11619,205.729,4,1,0,0,0,0,0,0,1,1,0,0
C11624,359,8,1,0,0,0,0,0,0,1,1,0,0
C11625,214,0,1,0,0,0,0,0,0,1,1,0,0
C11635,81,0,1,0,0,0,0,0,0,1,1,0,0
C11638,200,1,1,0,0,0,0,0,0,1,1,0,0
C11643,7,0,1,0,0,0,0,0,0,1,1,0,0
C11645,126,0,1,0,0,0,0,0,0,1,1,0,0
C11647,1618,133,1,0,0,0,0,0,0,1,1,0,0
C11651,933,10,1,0,0,0,0,0,0,1,1,0,0
C11654,1106,20,1,0,0,0,0,0,0,1,1,0,0
C11656,244,0,1,0,0,0,0,0,0,1,1,0,0
C11657,771,15,1,0,0,0,0,0,0,1,1,0,0
C11660,0,0,1,0,0,0,0,0,0,1,1,0,0
C11663,89,0,1,0,0,0,0,0,0,1,1,0,0
C11664,161,0,1,0,0,0,0,0,0,1,1,0,0
C11665,14,0,1,0,0,0,0,0,0,1,1,0,0
C11666,63,2,1,0,0,0,0,0,0,1,1,0,0
C11673,741,8,1,0,0,0,0,0,0,1,1,0,0
C11676,15,0,1,0,0,0,0,0,0,1,1,0,0
C11681,9,0,1,0,0,0,0,0,0,1,1,0,0
C11690,458,15,1,0,0,0,0,0,0,1,1,0,0
C11691,32,17,1,0,0,0,0,0,0,1,1,0,0
C11692,7,0,1,0,0,0,0,0,0,1,1,0,0
C11695,1370,97,1,0,0,0,0,0,0,1,1,0,0
C11697,11,0,1,0,0,0,0,0,0,1,1,0,0
C11698,15,0,1,0,0,0,0,0,0,1,1,0,0
C11709,73,1,1,0,0,0,0,0,0,1,1,0,0
C11710,22,0,1,0,0,0,0,0,0,1,1,0,0
C11716,225.636,6,1,0,0,0,0,0,0,1,1,0,0
C11842,8,0,1,0,0,0,0,0,0,1,1,0,0
C11849,89,1,1,0,0,0,0,0,0,1,1,0,0
C11980,5512.378,124,1,0,0,0,0,0,0,1,1,0,0
C12019,17,0,1,0,0,0,0,0,0,1,1,0,0
C12020,189.574,0,1,0,0,0,0,0,0,1,1,0,0
C12021,242,220,1,0,0,0,0,0,0,1,1,0,0
C12022,18,0,1,0,0,0,0,0,0,1,1,0,0
C12023,0,0,1,0,0,0,0,0,0,1,1,0,0
C12024,21,0,1,0,0,0,0,0,0,1,1,0,0
C12025,2.293,0,1,0,0,0,0,0,0,1,1,0,0
C12026,11,0,1,0,0,0,0,0,0,1,1,0,0
C12027,90,0,1,0,0,0,0,0,0,1,1,0,0
C12028,35,0,1,0,0,0,0,0,0,1,1,0,0
C12029,15,0,1,0,0,0,0,0,0,1,1,0,0
C12030,12,0,1,0,0,0,0,0,0,1,1,0,0
C12031,31,0,1,0,0,0,0,0,0,1,1,0,0
C12032,350,274,1,0,0,0,0,0,0,1,1,0,0
C12033,5,0,1,0,0,0,0,0,0,1,1,0,0
C12034,0,0,1,0,0,0,0,0,0,1,1,0,0
C12035,44,1,1,0,0,0,0,0,0,1,1,0,0
C12036,333,12,1,0,0,0,0,0,0,1,1,0,0
C12037,197,0,1,0,0,0,0,0,0,1,1,0,0
C12038,0,0,1,0,0,0,0,0,0,1,1,0,0
C12039,186,5,1,0,0,0,0,0,0,1,1,0,0
C12040,13,0,1,0,0,0,0,0,0,1,1,0,0
C12041,8,0,1,0,0,0,0,0,0,1,1,0,0
C12042,2,0,1,0,0,0,0,0,0,1,1,0,0
C12043,1036,69,1,0,0,0,0,0,0,1,1,0,0
C12044,5,0,1,0,0,0,0,0,0,1,1,0,0
C12045,8,0,1,0,0,0,0,0,0,1,1,0,0
C12046,4,0,1,0,0,0,0,0,0,1,1,0,0
C12047,1,0,1,0,0,0,0,0,0,1,1,0,0
C12048,61,0,1,0,0,0,0,0,0,1,1,0,0
C12049,364.121,0,1,0,0,0,0,0,0,1,1,0,0
C12050,7,0,1,0,0,0,0,0,0,1,1,0,0
C12051,31,0,1,0,0,0,0,0,0,1,1,0,0
C12052,223,6,1,0,0,0,0,0,0,1,1,0,0
C12053,8,0,1,0,0,0,0,0,0,1,1,0,0
C12054,2,0,1,0,0,0,0,0,0,1,1,0,0
C12055,145,2,1,0,0,0,0,0,0,1,1,0,0
C12056,1,0,1,0,0,0,0,0,0,1,1,0,0
C12057,2,0,1,0,0,0,0,0,0,1,1,0,0
C12058,0,0,1,0,0,0,0,0,0,1,1,0,0
C12059,83,3,1,0,0,0,0,0,0,1,1,0,0
C12060,155,0,1,0,0,0,0,0,0,1,1,0,0
C12061,264,12,1,0,0,0,0,0,0,1,1,0,0
C12062,0,0,1,0,0,0,0,0,0,1,1,0,0
C12063,4,1,1,0,0,0,0,0,0,1,1,0,0
C12064,4,0,1,0,0,0,0,0,0,1,1,0,0
C12065,66,104,1,0,0,0,0,0,0,1,1,0,0
C12066,20,0,1,0,0,0,0,0,0,1,1,0,0
C12067,935,26,1,0,0,0,0,0,0,1,1,0,0
C12068,0,0,1,0,0,0,0,0,0,1,1,0,0
C12069,218,0,1,0,0,0,0,0,0,1,1,0,0
C12070,8,0,1,0,0,0,0,0,0,1,1,0,0
C12071,0,0,1,0,0,0,0,0,0,1,1,0,0
C12072,68,0,1,0,0,0,0,0,0,1,1,0,0
C12073,1359.101,76,1,0,0,0,0,0,0,1,1,0,0
